fold,candidate_id,factor_preset,risk_preset,portfolio_preset,w_combo_eff_accel,w_momentum_12_1,w_fund_hit_rate_20,w_vol_60d,w_max_drawdown_60d,top_n,max_per_theme,max_weight,volatility_target,weak_market_exposure,train_start,train_end,train_trading_days,train_total_return,train_annual_return,train_annual_volatility,train_sharpe_rf0,train_max_drawdown,train_calmar,test_start,test_end,test_trading_days,test_total_return,test_annual_return,test_annual_volatility,test_sharpe_rf0,test_max_drawdown,test_calmar,selection_score
2020_2022_to_2023,mom_heavy__risk_defensive__balanced,mom_heavy,risk_defensive,balanced,0.35,0.45,0.2,-0.25,0.2,20,3,0.12,0.18,0.6,2020-02-04,2022-12-30,711,0.279119768343874,0.09117041162139228,0.0598627988982855,1.52298945754779,-0.04499842937266296,2.026079863062494,2023-01-03,2023-12-29,242,0.009835782832456674,0.01024429503898383,0.019603705965472618,0.5225693068967052,-0.009390170306485812,1.090959450640429,2.8106605829607534
2020_2022_to_2023,mom_heavy__risk_defensive__defensive,mom_heavy,risk_defensive,defensive,0.35,0.45,0.2,-0.25,0.2,25,3,0.1,0.15,0.5,2020-02-04,2022-12-30,711,0.1562503888875042,0.052803950639464414,0.049745101389952744,1.0614904616543708,-0.05619490860525511,0.93965720293967,2023-01-03,2023-12-29,242,0.0017863930867467737,0.001860279602163839,0.02877729942071308,0.06464399507984626,-0.02137212614192119,0.08704232746010801,1.46870695478396
2020_2022_to_2023,hit_quality__risk_light__balanced,hit_quality,risk_light,balanced,0.4,0.3,0.3,-0.15,0.1,20,3,0.12,0.18,0.6,2020-02-04,2022-12-30,711,0.2728272980234612,0.08926484376180577,0.06503859885141326,1.3724902648308832,-0.0462382899083178,1.9305394714813606,2023-01-03,2023-12-29,242,0.010615847056947958,0.011056934890412595,0.028381510170889586,0.38958233102597545,-0.018880612321239276,0.585623744732811,2.6382978808235467
2020_2022_to_2023,hit_quality__risk_light__defensive,hit_quality,risk_light,defensive,0.4,0.3,0.3,-0.15,0.1,25,3,0.1,0.15,0.5,2020-02-04,2022-12-30,711,0.17650997423520964,0.05930550703396942,0.05569041232014976,1.0649141308747618,-0.055752673299421796,1.063724903655597,2023-01-03,2023-12-29,242,0.00719066880077035,0.007488913772500938,0.03354527894958007,0.2232479206316061,-0.017126996212579182,0.4372578635242876,1.597958385960252
2020_2022_to_2023,hit_quality__risk_balanced__balanced,hit_quality,risk_balanced,balanced,0.4,0.3,0.3,-0.2,0.2,20,3,0.12,0.18,0.6,2020-02-04,2022-12-30,711,0.25185028055912473,0.0828680273989888,0.059549815343793326,1.3915748843312887,-0.04533071232997499,1.828076885175974,2023-01-03,2023-12-29,242,0.023019673658508433,0.02398221778267251,0.021808857369220374,1.099654941873272,-0.00930164565192415,2.578276864127964,2.5426329848761253
2020_2022_to_2023,hit_quality__risk_balanced__defensive,hit_quality,risk_balanced,defensive,0.4,0.3,0.3,-0.2,0.2,25,3,0.1,0.15,0.5,2020-02-04,2022-12-30,711,0.16271236575689496,0.05488561254019353,0.05331997019744966,1.029363151122293,-0.056590214291802,0.9698781534415323,2023-01-03,2023-12-29,242,0.010607858151239435,0.01104861223511655,0.030746191892294623,0.35934896503021796,-0.01786953020345705,0.6182933803698476,1.4837074281268743
2020_2022_to_2023,hit_quality__risk_defensive__balanced,hit_quality,risk_defensive,balanced,0.4,0.3,0.3,-0.25,0.2,20,3,0.12,0.18,0.6,2020-02-04,2022-12-30,711,0.22428631691776602,0.07435646986691391,0.05438284743568582,1.3672779814416536,-0.04057371227719864,1.832626735234683,2023-01-03,2023-12-29,242,0.023830322724629704,0.024827172819448462,0.02064754866242775,1.2024271367683639,-0.009626271187399005,2.5791059005222876,2.5331571047503676
2020_2022_to_2023,hit_quality__risk_defensive__defensive,hit_quality,risk_defensive,defensive,0.4,0.3,0.3,-0.25,0.2,25,3,0.1,0.15,0.5,2020-02-04,2022-12-30,711,0.14552467229581212,0.04933212464257308,0.049340675586434235,0.9998266958496308,-0.05735366425940791,0.8601390212741459,2023-01-03,2023-12-29,242,0.015698901656117314,0.016352892673729524,0.029687653775828236,0.5508314263299612,-0.016707130410362758,0.9787972124516658,1.356041599390544
2020_2022_to_2023,eff_heavy__risk_light__balanced,eff_heavy,risk_light,balanced,0.55,0.3,0.15,-0.15,0.1,20,3,0.12,0.18,0.6,2020-02-04,2022-12-30,711,0.28843999827068534,0.09398179689834207,0.06320989521973182,1.486820956934673,-0.04224555338645497,2.22465536286418,2023-01-03,2023-12-29,242,0.010147278444776253,0.010568795656091368,0.03183526566235713,0.33198390012457774,-0.022357130572383088,0.4727259440505571,2.99393396308746
2020_2022_to_2023,eff_heavy__risk_light__defensive,eff_heavy,risk_light,defensive,0.55,0.3,0.15,-0.15,0.1,25,3,0.1,0.15,0.5,2020-02-04,2022-12-30,711,0.18216483960050867,0.061107305808673296,0.05629713486928568,1.0854425531700003,-0.05635145127422303,1.0843963097118272,2023-01-03,2023-12-29,242,0.004494037200366785,0.004680175117626861,0.034421212542470526,0.13596775859805169,-0.019736511837106452,0.2371328407093549,1.6294955135640523
