date,strategy_return,nav,turnover,cost
2018-01-02,0.0047587977526640625,1.004758797752664,0.62328658002825,0.000311643290014125
2018-01-03,0.0023434065937207346,1.0071133561444163,0.0,0.0
2018-01-04,0.0032730491874867675,1.010409687696452,0.0,0.0
2018-01-05,0.0002020093760804266,1.010613799927049,0.0,0.0
2018-01-08,0.004922339091993656,1.0155883837413382,0.0,0.0
2018-01-09,0.0037415787631069524,1.019388287670003,0.0,0.0
2018-01-10,0.0032863690479596626,1.0227383737864542,0.0,0.0
2018-01-11,-0.0005539068666947802,1.0221718719783817,0.0,0.0
2018-01-12,0.005107127251136262,1.0273922338011074,0.0,0.0
2018-01-15,0.0003011973622420634,1.0277016816319162,0.0,0.0
2018-01-16,0.0047242504009216745,1.0325568017133937,0.0,0.0
2018-01-17,-0.004021544202966367,1.0284043288932296,0.0,0.0
2018-01-18,0.0034136071089174128,1.0319148972211811,0.0,0.0
2018-01-19,0.003250839481285996,1.0352694869103949,0.0,0.0
2018-01-22,0.009003397726161082,1.0445904298548079,0.0,0.0
2018-01-23,-0.001993403835220984,1.0425081392857003,0.0,0.0
2018-01-24,-0.004287489584517723,1.038038396496738,0.0,0.0
2018-01-25,-0.0028469083483700355,1.0350831963198228,0.0,0.0
2018-01-26,0.0013108530155415048,1.0364400382490548,0.0,0.0
2018-01-29,-0.0067799396309837215,1.029413037358592,0.0,0.0
2018-01-30,-0.0051375259167463876,1.0241244012001254,0.0,0.0
2018-01-31,0.0014567365906846842,1.0256162806887668,0.0,0.0
2018-02-01,-0.00239804612441011,1.0231568055417293,0.5897389188772598,0.0002948694594386299
2018-02-02,-2.6832273259584773e-05,1.0231293519187354,0.0,0.0
2018-02-05,-0.006344352909176689,1.0166382582384257,0.0,0.0
2018-02-06,-0.017835062410875534,0.9985064514534596,0.0,0.0
2018-02-07,-0.005444633982233791,0.9930699492963964,0.0,0.0
2018-02-08,-0.0014810569911525328,0.9915991561052875,0.0,0.0
2018-02-09,-0.01955665824510899,0.9722067902931979,0.0,0.0
2018-02-12,0.008460268307536472,0.9804319205894872,0.0,0.0
2018-02-13,0.0064020216995440615,0.9867086670200267,0.0,0.0
2018-02-14,0.004465080225182784,0.9911144003771544,0.0,0.0
2018-02-22,0.010017046774751386,1.001042439684862,0.0,0.0
2018-02-23,0.0020169593658762165,1.0030615016092241,0.0,0.0
2018-02-26,0.0042221352664877495,1.0072965629496247,0.0,0.0
2018-02-27,-0.004008994091756834,1.0032583169801126,0.0,0.0
2018-02-28,-0.0063971688842077,0.9968403040919048,0.0,0.0
2018-03-01,0.0010836704892977457,0.9979205505119919,0.41517496402374754,0.00020758748201187376
2018-03-02,-0.0029944046277199272,0.9949323725974419,0.0,0.0
2018-03-05,-0.0020288421958766065,0.9929138118178726,0.0,0.0
2018-03-06,0.003929133902346813,0.9968151031379947,0.0,0.0
2018-03-07,-0.0010455402236458885,0.9957728928521262,0.0,0.0
2018-03-08,0.0046906304928269115,1.0004436955472689,0.0,0.0
2018-03-09,0.0026315434966932864,1.003076406648094,0.0,0.0
2018-03-12,0.004144543528687136,1.007233700478046,0.0,0.0
2018-03-13,-0.0016983596605146677,1.0055230553924432,0.0,0.0
2018-03-14,-0.003100294823260541,1.0024056374691408,0.0,0.0
2018-03-15,0.003260039610155647,1.0056735195527335,0.0,0.0
2018-03-16,-0.00047542984909104116,1.0051953923430978,0.0,0.0
2018-03-19,0.0008560273749705638,1.0060558671161377,0.0,0.0
2018-03-20,-0.001415944154174612,1.0046313481923217,0.0,0.0
2018-03-21,-0.0008234890109693878,1.0038040453170098,0.0,0.0
2018-03-22,-0.0027531986857473436,1.0010403733386952,0.0,0.0
2018-03-23,-0.013295119254262378,0.9877314221968259,0.0,0.0
2018-03-26,0.0005139456643394192,0.9882390624787958,0.0,0.0
2018-03-27,0.002926975396840951,0.9911316139008685,0.0,0.0
2018-03-28,-0.006943610038164463,0.9842495824774442,0.0,0.0
2018-03-29,-6.472216047940762e-05,0.9841858797180153,0.0,0.0
2018-03-30,-0.0001532476324183297,0.984035055562089,0.0,0.0
2018-04-02,-0.0016850672964618114,0.9823768902713894,0.7168819302021964,0.0003584409651010982
2018-04-03,0.000886645478717188,0.9832479102995447,0.0,0.0
2018-04-04,0.002395279267847493,0.9856030636342396,0.0,0.0
2018-04-09,-0.00025131024638081015,0.9853553714854839,0.0,0.0
2018-04-10,0.005938066364593379,0.9912064770740733,0.0,0.0
2018-04-11,0.0019086755326941558,0.9930983686247126,0.0,0.0
2018-04-12,-0.00274289590432817,0.9903744031768168,0.0,0.0
2018-04-13,-0.0012488793964617875,0.9891375449899061,0.0,0.0
2018-04-16,-0.004495298769064853,0.9846910762014772,0.0,0.0
2018-04-17,-0.00772915384074888,0.9770802473879034,0.0,0.0
2018-04-18,0.0052215088636091275,0.9821820805600968,0.0,0.0
2018-04-19,0.00293668900080883,0.9850664438728692,0.0,0.0
2018-04-20,-0.003191000247636582,0.9819230966065323,0.0,0.0
2018-04-23,-0.0025130489982482527,0.9794554757522485,0.0,0.0
2018-04-24,0.009081451200143573,0.9883503528580059,0.0,0.0
2018-04-25,-0.004584148190441158,0.9838196083764299,0.0,0.0
2018-04-26,-0.007625742490624223,0.9763172533857245,0.0,0.0
2018-04-27,-0.0002496421213408844,0.9760735234754876,0.0,0.0
2018-05-02,-0.00019359062677979971,0.9758845647902948,0.5362880620121881,0.00026814403100609407
2018-05-03,0.0035097513436484866,0.9793096769528133,0.0,0.0
2018-05-04,-0.0016139516605484876,0.9777291184735042,0.0,0.0
2018-05-07,0.008861519921527238,0.9863932845347143,0.0,0.0
2018-05-08,0.004576104658939826,0.9909071234396206,0.0,0.0
2018-05-09,-0.0009846139087169804,0.9899314625036353,0.0,0.0
2018-05-10,0.004967008355351421,0.9948484603491161,0.0,0.0
2018-05-11,-0.00032818332725639344,0.9945219676712829,0.0,0.0
2018-05-14,0.006224168219056058,1.0007120396956155,0.0,0.0
2018-05-15,-0.001686743170926302,0.9990240954965952,0.0,0.0
2018-05-16,-0.001330012750041846,0.9976953807119857,0.0,0.0
2018-05-17,-0.001492500535158974,0.9962063198223475,0.0,0.0
2018-05-18,0.0016138880189091164,0.9978140852662704,0.0,0.0
2018-05-21,0.003644150192469416,1.0014502696571421,0.0,0.0
2018-05-22,0.00028722958900709967,1.0017379158065067,0.0,0.0
2018-05-23,-0.004658540405791557,0.9970712792497086,0.0,0.0
2018-05-24,-0.003996873036486858,0.9930861119382199,0.0,0.0
2018-05-25,-0.0015956508290374107,0.9915014932604002,0.0,0.0
2018-05-28,0.004034034818466094,0.9955012448067738,0.0,0.0
2018-05-29,-0.0030552246660966197,0.9924597648485103,0.0,0.0
2018-05-30,-0.006033353540197089,0.9864719042127583,0.0,0.0
2018-05-31,0.010640475941216301,0.9969684347762199,0.0,0.0
2018-06-01,-0.004302345025326994,0.9926791325904524,0.4823040544996257,0.00024115202724981285
2018-06-04,0.007473676655479758,1.0000980954500756,0.0,0.0
2018-06-05,0.00394987935476004,1.0040483622700287,0.0,0.0
2018-06-06,-0.0008420918039759112,1.0032028613733657,0.0,0.0
2018-06-07,-0.0015128287934367123,1.001685187199022,0.0,0.0
2018-06-08,-0.003999649304435203,0.9976787977367784,0.0,0.0
2018-06-11,-0.0019116309193032155,0.9957716040994915,0.0,0.0
2018-06-12,0.005495564862376868,1.0012439315379333,0.0,0.0
2018-06-13,-0.003658688922485822,0.9975806914569094,0.0,0.0
2018-06-14,-0.0031050901280415227,0.9944831134999418,0.0,0.0
2018-06-15,-0.00041924030605289795,0.9940661860950737,0.0,0.0
2018-06-19,-0.012744142768191568,0.9813976646984464,0.0,0.0
2018-06-20,0.0029210236579172884,0.9842643504948554,0.0,0.0
2018-06-21,-0.0033838307590981368,0.9809337665105672,0.0,0.0
2018-06-22,-0.0014208313147985898,0.9795400250973656,0.0,0.0
2018-06-25,-0.0018191190303128958,0.9777581251967579,0.0,0.0
2018-06-26,-0.0036645733206729716,0.9741750588570907,0.0,0.0
2018-06-27,-0.00998904194745203,0.9644439833300057,0.0,0.0
2018-06-28,-0.006423901714433488,0.958248489972017,0.0,0.0
2018-06-29,0.011624583159778488,0.9693877292314289,0.0,0.0
2018-07-02,-0.007582571015604799,0.9620372779328757,0.40378671620760775,0.00020189335810380388
2018-07-03,-0.0012212393526938796,0.9608624001503056,0.0,0.0
2018-07-04,-0.003536798551428328,0.957464023405332,0.0,0.0
2018-07-05,-0.004175314986084052,0.9534663095197714,0.0,0.0
2018-07-06,0.004693837943250859,0.9579417258610067,0.0,0.0
2018-07-09,0.008579109721310407,0.9661600130337896,0.0,0.0
2018-07-10,-0.0006848725577248448,0.9654983165544917,0.0,0.0
2018-07-11,-0.0060709717293713356,0.9596368035699337,0.0,0.0
2018-07-12,0.008001033862292223,0.9673148901307986,0.0,0.0
2018-07-13,0.0031343195840270637,0.9703467641348565,0.0,0.0
2018-07-16,0.0016162250481556429,0.9719150628804482,0.0,0.0
2018-07-17,-0.004152094709854913,0.9678795794894339,0.0,0.0
2018-07-18,0.0005954364456824601,0.9684558902660937,0.0,0.0
2018-07-19,0.0005701842388741253,0.9690080885507683,0.0,0.0
2018-07-20,0.003650066592537747,0.9725450326026862,0.0,0.0
2018-07-23,-0.0011175440034153702,0.9714581707334496,0.0,0.0
2018-07-24,0.007285031000059189,0.9785352736225036,0.0,0.0
2018-07-25,-0.0003772331123432203,0.9781661377156974,0.0,0.0
