date,alpha_set,fold,stitched_nav
2023-07-10,A_45_35_20,2020_2022_to_2023,1.0106947728478588
2023-07-11,A_45_35_20,2020_2022_to_2023,1.0142935819299335
2023-07-12,A_45_35_20,2020_2022_to_2023,1.01415925384892
2023-07-13,A_45_35_20,2020_2022_to_2023,1.0176105466218024
2023-07-14,A_45_35_20,2020_2022_to_2023,1.0179087492999874
2023-07-17,A_45_35_20,2020_2022_to_2023,1.0175941639685175
2023-07-18,A_45_35_20,2020_2022_to_2023,1.0175414862436176
2023-07-19,A_45_35_20,2020_2022_to_2023,1.0187851895395978
2023-07-20,A_45_35_20,2020_2022_to_2023,1.016517959551161
2023-07-21,A_45_35_20,2020_2022_to_2023,1.0155330963086908
2023-07-24,A_45_35_20,2020_2022_to_2023,1.0149705288946067
2023-07-25,A_45_35_20,2020_2022_to_2023,1.0194764955197593
2023-07-26,A_45_35_20,2020_2022_to_2023,1.0181206082494547
2023-07-27,A_45_35_20,2020_2022_to_2023,1.0189856025732307
2023-07-28,A_45_35_20,2020_2022_to_2023,1.0215227947443541
2023-07-31,A_45_35_20,2020_2022_to_2023,1.022706126083743
2023-08-01,A_45_35_20,2020_2022_to_2023,1.0224034215010933
2023-08-02,A_45_35_20,2020_2022_to_2023,1.021751681077323
2023-08-03,A_45_35_20,2020_2022_to_2023,1.02182994541518
2023-08-04,A_45_35_20,2020_2022_to_2023,1.0225971515728476
2023-08-07,A_45_35_20,2020_2022_to_2023,1.0215893864507994
2023-08-08,A_45_35_20,2020_2022_to_2023,1.0207493096614821
2023-08-09,A_45_35_20,2020_2022_to_2023,1.0208394630243438
2023-08-10,A_45_35_20,2020_2022_to_2023,1.0218391892843341
2023-08-11,A_45_35_20,2020_2022_to_2023,1.01943276279414
2023-08-14,A_45_35_20,2020_2022_to_2023,1.018776136034156
2023-08-15,A_45_35_20,2020_2022_to_2023,1.0192559248903879
2023-08-16,A_45_35_20,2020_2022_to_2023,1.019136824299446
2023-08-17,A_45_35_20,2020_2022_to_2023,1.0193425700155259
2023-08-18,A_45_35_20,2020_2022_to_2023,1.0185178458784108
2023-08-21,A_45_35_20,2020_2022_to_2023,1.0177201806022074
2023-08-22,A_45_35_20,2020_2022_to_2023,1.0194936544208395
2023-08-23,A_45_35_20,2020_2022_to_2023,1.0182985038035126
2023-08-24,A_45_35_20,2020_2022_to_2023,1.0191114970200035
2023-08-25,A_45_35_20,2020_2022_to_2023,1.0191103648197222
2023-08-28,A_45_35_20,2020_2022_to_2023,1.0214174545371602
2023-08-29,A_45_35_20,2020_2022_to_2023,1.0221914667560288
2023-08-30,A_45_35_20,2020_2022_to_2023,1.0217270711563486
2023-08-31,A_45_35_20,2020_2022_to_2023,1.0213526863396958
2023-09-01,A_45_35_20,2020_2022_to_2023,1.0216857505946313
2023-09-04,A_45_35_20,2020_2022_to_2023,1.0225388013850443
2023-09-05,A_45_35_20,2020_2022_to_2023,1.0212713137961005
2023-09-06,A_45_35_20,2020_2022_to_2023,1.0207014291785075
2023-09-07,A_45_35_20,2020_2022_to_2023,1.0200028579559888
2023-09-08,A_45_35_20,2020_2022_to_2023,1.0197768652439245
2023-09-11,A_45_35_20,2020_2022_to_2023,1.0208753809281248
2023-09-12,A_45_35_20,2020_2022_to_2023,1.0208983603946082
2023-09-13,A_45_35_20,2020_2022_to_2023,1.0195035943445672
2023-09-14,A_45_35_20,2020_2022_to_2023,1.021026862564871
2023-09-15,A_45_35_20,2020_2022_to_2023,1.0197701508887869
2023-09-18,A_45_35_20,2020_2022_to_2023,1.0189620392569398
2023-09-19,A_45_35_20,2020_2022_to_2023,1.0188882312065015
2023-09-20,A_45_35_20,2020_2022_to_2023,1.0187654026738562
2023-09-21,A_45_35_20,2020_2022_to_2023,1.0174520055062188
2023-09-22,A_45_35_20,2020_2022_to_2023,1.019049595700161
2023-09-25,A_45_35_20,2020_2022_to_2023,1.0190056056170438
2023-09-26,A_45_35_20,2020_2022_to_2023,1.0179146112470392
2023-09-27,A_45_35_20,2020_2022_to_2023,1.0147169454288505
2023-09-28,A_45_35_20,2020_2022_to_2023,1.010893045183008
2023-10-09,A_45_35_20,2020_2022_to_2023,1.0059188197655125
2023-10-10,A_45_35_20,2020_2022_to_2023,1.0036446260559473
2023-10-11,A_45_35_20,2020_2022_to_2023,1.0041067832667128
2023-10-12,A_45_35_20,2020_2022_to_2023,1.0063856765402897
2023-10-13,A_45_35_20,2020_2022_to_2023,1.0057774618379098
2023-10-16,A_45_35_20,2020_2022_to_2023,1.0059595700650448
2023-10-17,A_45_35_20,2020_2022_to_2023,1.0067101687932292
2023-10-18,A_45_35_20,2020_2022_to_2023,1.0053164676414286
2023-10-19,A_45_35_20,2020_2022_to_2023,1.000807001715485
2023-10-20,A_45_35_20,2020_2022_to_2023,0.999327331780656
2023-10-23,A_45_35_20,2020_2022_to_2023,0.9966312819896089
2023-10-24,A_45_35_20,2020_2022_to_2023,0.9974975093541891
2023-10-25,A_45_35_20,2020_2022_to_2023,0.997272495909499
2023-10-26,A_45_35_20,2020_2022_to_2023,0.9985349669202553
2023-10-27,A_45_35_20,2020_2022_to_2023,1.0013713868612784
2023-10-30,A_45_35_20,2020_2022_to_2023,1.0010071687371613
2023-10-31,A_45_35_20,2020_2022_to_2023,1.0009278756866296
2023-11-01,A_45_35_20,2020_2022_to_2023,0.9998126633709279
2023-11-02,A_45_35_20,2020_2022_to_2023,0.9989962184883643
2023-11-03,A_45_35_20,2020_2022_to_2023,1.0032778492550056
2023-11-06,A_45_35_20,2020_2022_to_2023,1.0087758890527587
2023-11-07,A_45_35_20,2020_2022_to_2023,1.0085228237674493
2023-11-08,A_45_35_20,2020_2022_to_2023,1.0082342469044918
2023-11-09,A_45_35_20,2020_2022_to_2023,1.005720723855397
2023-11-10,A_45_35_20,2020_2022_to_2023,1.005234024406239
2023-11-13,A_45_35_20,2020_2022_to_2023,1.005201479573244
2023-11-14,A_45_35_20,2020_2022_to_2023,1.0067003675809336
2023-11-15,A_45_35_20,2020_2022_to_2023,1.008280742723898
2023-11-16,A_45_35_20,2020_2022_to_2023,1.0049916340887741
2023-11-17,A_45_35_20,2020_2022_to_2023,1.0058936749929024
2023-11-20,A_45_35_20,2020_2022_to_2023,1.0039543630716894
2023-11-21,A_45_35_20,2020_2022_to_2023,1.0021144927749022
2023-11-22,A_45_35_20,2020_2022_to_2023,0.9993208762056638
2023-11-23,A_45_35_20,2020_2022_to_2023,1.0010025847863862
2023-11-24,A_45_35_20,2020_2022_to_2023,0.9989510712790818
