year,strat,basket,hs300,strat_mdd,strat_sharpe
2018,-0.00791805479461749,-0.17531953776608367,-0.26343072284808744,-0.045718498502906546,-0.2083793745369039
2019,0.05542865972865596,0.2795301900173719,0.3606950516399443,-0.015301140058344265,1.9324099673962756
2020,0.17460374850195737,0.2558237317133427,0.2721066000875858,-0.05304477960227805,1.784016938799632
2021,0.08356672765920536,0.06607665457556222,-0.05198637035865683,-0.04526123089270606,1.336213945057702
2022,0.0015367985438998755,-0.16247468248004882,-0.21632759307849914,-0.02505772870603007,0.07066911415009842
2023,0.014544339702011078,-0.06847751421004389,-0.11378244947740246,-0.015279934932728056,0.5434102858245178
2024,0.07208875331575637,0.12987764971989746,0.1468332405548045,-0.05536668525682775,0.9758012971472944
2025,0.3218249066210206,0.27641855187693154,0.1766314409652452,-0.07422982751233242,2.048932426420282
2026,0.1009883504878093,0.05276534763478069,0.040384972591436474,-0.046939625525493134,1.682841026570994
