date,strategy_nav,strategy_return,turnover,cost,hs300_close,hs300_nav,strategy_dd,hs300_dd
2020-03-06,1.0396038088655903,-0.001083717960973196,0.0,0.0,4138.507,1.0932125575662544,-0.001083717960973285,-0.016216415382512506
2020-03-09,1.0271211870680603,-0.01200709509822894,0.0,0.0,3997.133,1.055867729561041,-0.01307780075458509,-0.04982308090022525
2020-03-10,1.0319778597783278,0.0047284320208903835,0.0,0.0,4082.732,1.078479241808118,-0.008411206225545587,-0.02947494785135707
2020-03-11,1.0273401702960216,-0.004493981569820033,0.0,0.0,4028.429,1.064134764074114,-0.01286738798960807,-0.0423835644117454
2020-03-12,1.0144679864806054,-0.012529621821083069,0.0,0.0,3950.911,1.0436578986157683,-0.025235786305356167,-0.06081072568328105
2020-03-13,1.0098331064166064,-0.0045687790307494345,0.0,0.0,3895.313,1.0289713385167838,-0.029689268604809138,-0.0740271826658504
2020-03-16,0.9864458452509868,-0.02315953103241904,0.0,0.0,3727.84,0.9847322961149482,-0.05216121009964536,-0.11383796183491912
2020-03-17,0.9824760570222881,-0.00402433468376433,0.0,0.0,3709.682,0.9799357466297622,-0.05597563061645838,-0.11815438375458354
2020-03-18,0.979365541254621,-0.0031659965099756176,0.0,0.0,3636.257,0.9605400727697683,-0.05896440847525852,-0.13560857912033708
2020-03-19,0.9758633886003563,-0.0035759402457414794,0.0,0.0,3589.093,0.9480814066215523,-0.062329495519667044,-0.1468201510676358
2020-03-20,0.9830222104069893,0.007335885217397852,0.0,0.0,3653.224,0.9650220121416787,-0.05545085232705982,-0.13157527530323465
2020-03-23,0.9740980799981933,-0.009078259183077239,0.0,0.0,3530.306,0.9325524521890366,-0.0640257143007894,-0.1607946799469896
2020-03-24,0.993273733800317,0.019685547272775113,0.0,0.0,3625.115,0.9575968436496041,-0.04560054825355586,-0.1382571953241537
2020-03-25,1.0042938063733913,0.011094698468377715,0.0,0.0,3722.518,0.9833264564651982,-0.035011774118043903,-0.11510307899850836
2020-03-26,1.0080371563467736,0.0037273454736317132,0.0,0.0,3698.047,0.9768622884702658,-0.03141492962219483,-0.12092019326197934
2020-03-27,1.0074052591202625,-0.0006268590622205957,0.0,0.0,3710.061,0.9800358618547257,-0.032022095951092844,-0.11806428991674045
2020-03-30,1.0050857769991517,-0.002302432015429668,0.0,0.0,3674.111,0.9705394440778542,-0.03425079926760355,-0.12661013020817868
2020-03-31,1.0093564693671666,0.0042490824820599175,0.0,0.0,3686.155,0.973720942150306,-0.03014725125670792,-0.12374709542458795
2020-04-01,1.0029001083691351,-0.006396512227319811,1.1101149711499518,0.0005550574855749759,3675.076,0.9707943548749247,-0.03635092622274416,-0.126380735607866
2020-04-02,1.0057908010859657,0.002882333636927409,0.0,0.0,3734.531,0.9864997656933917,-0.03357336808320199,-0.11224741336788124
2020-04-03,1.0067868602984331,0.0009903244406211328,0.0,0.0,3713.218,0.9808698031877321,-0.032616292169547534,-0.11731382488753139
2020-04-07,1.0168016532206914,0.00994728210824056,0.0,0.0,3798.021,1.0032710470467594,-0.022993453520842366,-0.09715491266959453
2020-04-08,1.0163567424920814,-0.000437559013796388,0.0,0.0,3780.345,0.9986018208819755,-0.02342095154179258,-0.10135675614640849
2020-04-09,1.0183877330301427,0.0019983047813323346,0.0,0.0,3792.811,1.0018947928988458,-0.021469448959909432,-0.09839340579667066
2020-04-10,1.0174793943479705,-0.000891937964992418,0.0,0.0,3769.178,0.9956519878551515,-0.02234223750828712,-0.10401131521551799
2020-04-13,1.0174135548323218,-6.470845111414764e-05,0.0,0.0,3753.257,0.9914463559378895,-0.02240550022781762,-0.10779596954875814
2020-04-14,1.023309489929237,0.00579502314364871,0.0,0.0,3825.699,1.010582364188018,-0.01674031747653415,-0.09057544764632819
2020-04-15,1.0214475406080452,-0.001819536845417622,0.0,0.0,3797.362,1.0030969680672057,-0.018529394697499257,-0.09731156659871976
2020-04-16,1.0236496028229833,0.002155825069222124,0.0,0.0,3802.381,1.004422768368238,-0.016413515761883546,-0.09611847696248266
2020-04-17,1.0225849362168855,-0.0010400693783905492,0.0,0.0,3839.487,1.0142245507890613,-0.017436513945138343,-0.08729783857989282
2020-04-20,1.0236807076786463,0.0010715701189719315,0.0,0.0,3853.455,1.0179142855180554,-0.01638362827348916,-0.08397744088334747
2020-04-21,1.0217367121421652,-0.0018990252740909474,0.0,0.0,3808.047,1.0059194777736276,-0.018251540623407503,-0.09477158597246083
2020-04-22,1.026197253040424,0.004365646105547918,0.0,0.0,3839.383,1.0141970785373562,-0.013965574285102367,-0.08732256089951207
2020-04-23,1.0276794948993881,0.0014444024816598604,0.0,0.0,3829.753,1.0116532536919802,-0.012541343713597719,-0.08961175261040344
2020-04-24,1.0271825923688103,-0.00048351896972150714,0.0,0.0,3796.972,1.002993947123312,-0.013018798705728085,-0.09740427529729168
2020-04-27,1.029621670588554,0.002374532276796647,0.0,0.0,3822.769,1.009808386327483,-0.010675179986663008,-0.09127195145867639
2020-04-28,1.0303675887842065,0.0007244585239026266,0.0,0.0,3849.147,1.016776300322429,-0.009958455187896065,-0.08500151543064982
2020-04-29,1.0310447647932663,0.0006572178865398437,0.0,0.0,3867.032,1.0215007351468894,-0.009307782176228074,-0.0807499895999857
2020-04-30,1.0312371555085875,0.0001865978295905463,0.0,0.0,3912.577,1.0335317322998132,-0.009122921158589925,-0.06992327760906636
2020-05-06,1.0315294495705285,0.0002834401964470544,1.3121774611843535,0.0006560887305921768,3936.254,1.0397861602192287,-0.008842066764708112,-0.06429490874730337
2020-05-07,1.032529856056985,0.0009698283329411415,0.0,0.0,3924.895,1.0367856091892569,-0.007880813718637136,-0.06699510902186379
2020-05-08,1.0374096688863617,0.004726074312283435,0.0,0.0,3963.622,1.047015588917905,-0.0031919847176293814,-0.05778913525367135
2020-05-11,1.0339838431931931,-0.00330228818557863,0.0,0.0,3960.18,1.0461063630489762,-0.0064837320497864726,-0.058607348947221416
2020-05-12,1.0362683296280784,0.002209402448523785,0.0,0.0,3960.238,1.046121684112427,-0.0042886547747289505,-0.05859356149974149
2020-05-13,1.0390501328937394,0.0026844430019967555,0.0,0.0,3968.253,1.0482388965875766,-0.0016157244220300626,-0.056688278886782406
2020-05-14,1.0367888200015702,-0.002176327032336097,0.0,0.0,3925.218,1.0368709316633022,-0.0037885351096298425,-0.0669183272022773
2020-05-15,1.037912953873334,0.0010842457500286982,0.0,0.0,3912.816,1.0335948656474814,-0.002708397062692658,-0.06986646381686468
2020-05-18,1.0462062669662258,0.007990374396949466,0.0,0.0,3922.912,1.0362617873129971,0.0,-0.06746649709691044
2020-05-19,1.0479070780546993,0.0016256938446808783,0.0,0.0,3956.25,1.045068228922047,0.0,-0.05954156737129235
2020-05-20,1.0471216082078487,-0.0007495605891970169,0.0,0.0,3935.222,1.03951355095231,-0.0007495605891971735,-0.06454023022660138
2020-05-21,1.0454877923816204,-0.0015602923418080407,0.0,0.0,3913.795,1.0338534746322814,-0.0023086833973581244,-0.06963374121198784
2020-05-22,1.0368730221085962,-0.00823995300165082,0.0,0.0,3824.064,1.0101504686924634,-0.010529612956318934,-0.09096411103649527
2020-05-25,1.041110696456767,0.004086975220507476,0.0,0.0,3829.325,1.0115401948099634,-0.006485672003045284,-0.08971349446422094
2020-05-26,1.0479082609614503,0.006529146735133518,0.0,0.0,3872.77,1.0230164638034593,0.0,-0.07938598315791978
2020-05-27,1.0426515655098727,-0.005016369893634177,0.0,0.0,3845.614,1.0158430362332584,-0.005016369893634187,-0.08584136115386676
2020-05-28,1.0424297856706688,-0.00021270753005169093,0.0,0.0,3856.632,1.0187535099763898,-0.0052280104040357545,-0.08322222156190384
2020-05-29,1.0472590184140302,0.004632669566568737,0.0,0.0,3867.023,1.021498357740492,-0.000619560482159387,-0.0807521290314912
2020-06-01,1.0559079194329881,0.00825860734248513,1.2873357780676273,0.0006436678890338137,3971.34,1.0490543469819356,0.0,-0.05595445388039377
2020-06-02,1.0545746498506667,-0.0012626759945480793,0.0,0.0,3983.568,1.0522844498074038,-0.0012626759945482124,-0.0530476796082463
2020-06-03,1.0549248916158172,0.00033211661706477664,0.0,0.0,3983.648,1.0523055823087153,-0.0009309787331633901,-0.05302866243930848
2020-06-04,1.0556951430780186,0.0007301481539805604,0.0,0.0,3982.185,1.0519191216909805,-0.0002015103315863298,-0.053376438916259095
2020-06-05,1.058342065985832,0.002507279611134537,0.0,0.0,4001.251,1.0569555250660523,0.0,-0.048844172129150376
2020-06-08,1.056919741692282,-0.001343917377247028,0.0,0.0,4021.955,1.0624246164054778,-0.0013439173772471502,-0.043922528808039485
2020-06-09,1.0609317111849688,0.0037959074226989447,0.0,0.0,4047.029,1.069048070629046,0.0,-0.03796207263369955
2020-06-10,1.06447072913222,0.0033357641306606418,0.0,0.0,4039.705,1.0671133901339749,0.0,-0.03970309444995801
2020-06-11,1.0607823383634238,-0.0034649997109859093,0.0,0.0,3995.885,1.055538062540581,-0.0034649997109859054,-0.05011974873565539
2020-06-12,1.0632623302457946,0.0023378894921997043,0.0,0.0,4003.083,1.0574394593460865,-0.0011352110052010866,-0.04840867896047396
2020-06-15,1.0614642500022526,-0.001691097476505543,0.0,0.0,3954.988,1.0447348637138574,-0.0028243887292404013,-0.05984156321128686
2020-06-16,1.0697915970478202,0.007845150739226358,0.0,0.0,4014.57,1.0604738223781567,0.0,-0.04567805121561308
2020-06-17,1.0727354840961156,0.002751832278753468,0.0,0.0,4017.594,1.0612726309277327,0.0,-0.04495920222976302
2020-06-18,1.0710025740371416,-0.0016154122658056048,0.0,0.0,4044.384,1.0683493773044332,-0.00161541226580586,-0.03859082778170664
2020-06-19,1.0776875418353233,0.006241784996821046,0.0,0.0,4098.71,1.0826999306325644,0.0,-0.025676743785248646
2020-06-22,1.0796247058159747,0.0017975191374600553,0.0,0.0,4102.046,1.0835811559372557,0.0,-0.024883727840540937
2020-06-23,1.0844600848576584,0.004478759161063656,0.0,0.0,4121.794,1.088797713886008,0.0,-0.02018933968823733
2020-06-24,1.0849727828562992,0.0004727679753266503,0.0,0.0,4138.99,1.0933401450429228,0.0,-0.01610159922505039
2020-06-29,1.0849235866266933,-4.5343284535166176e-05,0.0,0.0,4109.716,1.085607234500499,-4.5343284535093176e-05,-0.023060456768626447
2020-06-30,1.0916094423129372,0.006162512981243328,0.0,0.0,4163.964,1.0999371836398515,0.0,-0.010164914511882728
2020-07-01,1.095583682477181,0.003640716184923309,1.2856045109245549,0.0006428022554622775,4247.784,1.1220787618890131,0.0,0.0
2020-07-02,1.1061457379314399,0.009640573899729325,0.0,0.0,4335.845,1.1453406268639528,0.0,0.0
2020-07-03,1.123470313218673,0.015662109153565168,0.0,0.0,4419.596,1.167463978330733,0.0,0.0
2020-07-06,1.1539934154025264,0.027168588101279336,0.0,0.0,4670.095,1.2336348589062136,0.0,0.0
2020-07-07,1.1632117228651553,0.0079881802959971,0.0,0.0,4698.126,1.2410394232095092,0.0,0.0
2020-07-08,1.1857279922036932,0.01935698282259138,0.0,0.0,4774.004,1.2610830723909683,0.0,0.0
2020-07-09,1.2071968204607473,0.01810603139861267,0.0,0.0,4840.771,1.2787199938293097,0.0,0.0
2020-07-10,1.2037084866950294,-0.0028896147724996055,0.0,0.0,4753.133,1.2555698669550548,-0.0028896147724996046,-0.01810414084863765
2020-07-13,1.228529098938279,0.020620119005224164,0.0,0.0,4852.961,1.281940058716655,0.0,0.0
2020-07-14,1.2224085339487154,-0.004982026876573971,0.0,0.0,4806.69,1.269717284114329,-0.004982026876574008,-0.009534591355669253
2020-07-15,1.2159466913303587,-0.005286156337180606,0.0,0.0,4744.469,1.2532812170630157,-0.010241847440809027,-0.02235583595252466
2020-07-16,1.1676416455780632,-0.03972628577939161,0.0,0.0,4516.253,1.192996530571597,-0.04956126266185812,-0.06938197113061506
2020-07-17,1.1686911138368548,0.0008987931038311682,0.0,0.0,4544.701,1.2005112480379794,-0.048707014879124655,-0.06351998295473626
2020-07-20,1.1851552494387005,0.014087670734308444,0.0,0.0,4680.305,1.2363318943860984,-0.03530551253288439,-0.035577454671488096
2020-07-21,1.1980313617497507,0.010864494180951036,0.0,0.0,4691.043,1.239168404374639,-0.024824594887402518,-0.03336478492203021
2020-07-22,1.2128117285311228,0.012337211907194865,0.0,0.0,4714.445,1.245350189320796,-0.012793649267843543,-0.02854257431699947
2020-07-23,1.222986637595288,0.008389520669039408,0.0,0.0,4712.436,1.2448194993816102,-0.0045114611837692165,-0.02895654838355388
2020-07-24,1.1825135906704571,-0.033093613356570684,0.0,0.0,4505.591,1.1901800964593023,-0.03745577398825106,-0.07157898033798327
2020-07-27,1.1966220980887845,0.011930947373152936,0.0,0.0,4528.45,1.1962184445528072,-0.025971709483372685,-0.06686866018498816
2020-07-28,1.2026597426630277,0.005045573355101954,0.0,0.0,4568.258,1.2067339772054275,-0.0210571782936263,-0.0586658330862333
2020-07-29,1.2281109963770602,0.021162472485922384,0.0,0.0,4679.008,1.2359892837085849,-0.00034032776397419084,-0.03584471418583424
2020-07-30,1.223254177615438,-0.003954706680381332,0.0,0.0,4656.151,1.2299514639276128,-0.004293688547873931,-0.04055462221930073
2020-07-31,1.2396115007727726,0.01337197408082494,0.0,0.0,4695.046,1.2402258219090152,0.0,-0.03253992768538627
2020-08-03,1.2551913710652454,0.012568349263265471,0.7634665510227411,0.00038173327551137054,4771.311,1.2603716995655685,0.0,-0.016824779758172537
2020-08-04,1.2508101366558808,-0.0034904911795612097,0.0,0.0,4775.802,1.2615580253579448,-0.0034904911795612392,-0.015899365356531914
2020-08-05,1.2643569291976298,0.010830414740615354,0.0,0.0,4777.109,1.2619032775981223,0.0,-0.015630045244542368
2020-08-06,1.261517157326072,-0.0022460207287826506,0.0,0.0,4762.764,1.2581139559566974,-0.0022460207287826606,-0.018585972563966657
2020-08-07,1.255812145371175,-0.004522341944987452,0.0,0.0,4707.926,1.2436281546201724,-0.006758205400018924,-0.02988587792071684
2020-08-10,1.251213870417833,-0.003661594586651205,0.0,0.0,4724.87,1.2481040183979557,-0.010395054178361951,-0.02639440127377901
2020-08-11,1.2385685353808722,-0.010106453689438565,0.0,0.0,4681.784,1.2367225815040952,-0.02039645073414753,-0.035272692280032825
2020-08-12,1.216374031955397,-0.017919479456702,0.0,0.0,4647.645,1.2277045507256639,-0.03795043641092943,-0.04230736657475709
2020-08-13,1.216717487311545,0.00028235998724486413,0.0,0.0,4635.713,1.224552638155048,-0.03767879210842551,-0.04476607168283453
2020-08-14,1.2243007654228635,0.0062325709874315755,0.0,0.0,4704.629,1.2427572314098707,-0.03168105686753042,-0.03056525696373824
2020-08-17,1.2339471072187076,0.007879062129404394,0.0,0.0,4815.226,1.2719721220042697,-0.02405161175351056,-0.0077756652072829
2020-08-18,1.244695131961025,0.00871027994590738,0.0,0.0,4812.756,1.2713196560262763,-0.015550828079126555,-0.008284632825196758
2020-08-19,1.2299191479325704,-0.011871167203148729,0.0,0.0,4740.678,1.2522798006571152,-0.02723738880200055,-0.02313700851912881
2020-08-20,1.2214314998926985,-0.0069009804865133246,0.0,0.0,4679.154,1.2360278505234785,-0.03395040459988785,-0.03581462946024083
2020-08-21,1.2259648364192288,0.0037114946903928567,0.0,0.0,4718.843,1.2465119485803977,-0.03036491665590413,-0.02763632347344247
2020-08-24,1.2309192287472537,0.00404121894922798,0.0,0.0,4755.849,1.2562873153745815,-0.026446408983257563,-0.020010875834361785
2020-08-25,1.2302115462697725,-0.0005749219452859267,0.0,0.0,4761.951,1.257899196912119,-0.027006126307644984,-0.018753499152373232
2020-08-26,1.2268694980655102,-0.002716645128552009,0.0,0.0,4706.13,1.2431537299657285,-0.02964940537472227,-0.030255961257467323
2020-08-27,1.2355541907406273,0.007078742024975736,0.0,0.0,4731.345,1.2498144302228582,-0.02278054384158823,-0.02506016429969249
2020-08-28,1.2472548555464442,0.009469972983381016,0.0,0.0,4844.265,1.2796429558240912,-0.013526301992933809,-0.0017918957106803912
2020-08-31,1.2472915408876222,2.9412866997265792e-05,0.0,0.0,4816.215,1.2722333725517339,-0.013497286973257916,-0.007571872100352706
2020-09-01,1.252544273736573,0.004211311210539231,1.0415736236778377,0.0005207868118389189,4842.122,1.2790768689452083,-0.009342817038661022,-0.0022334817856561884
2020-09-02,1.2523501486479691,-0.0001549846122603076,0.0,0.0,4843.887,1.2795431047553938,-0.009496353658045131,-0.0018697863016003957
2020-09-03,1.2423548302331504,-0.007981249034552895,0.0,0.0,4817.095,1.2724658300661607,-0.017401809929132983,-0.007390539507735605
2020-09-04,1.234915848816118,-0.005987807376767231,0.0,0.0,4770.219,1.260083240922666,-0.0232854186200373,-0.017049797020829205
2020-09-07,1.2260858945193447,-0.007150247772136408,0.0,0.0,4669.368,1.233442817300545,-0.03026916987956252,-0.0378311303140495
2020-09-08,1.222837147127034,-0.002649689884560758,0.0,0.0,4694.389,1.2400522712419941,-0.03283865585087942,-0.03267530895055615
2020-09-09,1.2189608550965074,-0.0031699168115997853,0.0,0.0,4584.589,1.2110479131919112,-0.03590447685522713,-0.055300671074834495
2020-09-10,1.2164244833004785,-0.0020807655844108236,0.0,0.0,4581.978,1.210358201180356,-0.0379105336398714,-0.055838693119520166
2020-09-11,1.219304004053611,0.0023672005888269116,0.0,0.0,4627.283,1.2223258008293452,-0.03563307488859946,-0.0465031554962011
2020-09-14,1.2228663832488766,0.002921649714445685,0.0,0.0,4651.051,1.2286042669690025,-0.03281553253722691,-0.04160552701742293
2020-09-15,1.2273108776197175,0.0036344889611181954,0.0,0.0,4688.483,1.23849216433267,-0.029300311266868273,-0.03389229791873449
2020-09-16,1.2221975226198305,-0.0041663078956848,0.0,0.0,4657.358,1.2302703005411506,-0.033344545044376006,-0.04030590808374512
2020-09-17,1.2150551957924567,-0.005843840046463218,0.0,0.0,4632.714,1.223760433512132,-0.038993524903177756,-0.045384044916083166
2020-09-18,1.219842464033831,0.003939959483282696,0.0,0.0,4737.089,1.2513317438170264,-0.03520719832812402,-0.023876557013336797
2020-09-21,1.2160720264662916,-0.0030909217203925927,0.0,0.0,4691.428,1.2392701045372008,-0.03818929735448995,-0.03328545191276022
2020-09-22,1.2140137056028513,-0.0016925978220397554,0.0,0.0,4635.761,1.224565317655835,-0.039817256055002304,-0.04475618081414623
2020-09-23,1.2110019583999443,-0.002480818123392829,0.0,0.0,4652.327,1.2289413303649215,-0.04219929480795026,-0.04134259475812796
2020-09-24,1.2039512080907726,-0.005822245174968691,0.0,0.0,4563.066,1.2053624778703087,-0.047775845342336254,-0.05973569538267476
2020-09-25,1.208163771422936,0.00349894854862407,0.0,0.0,4570.022,1.2071999488593468,-0.044444062018431985,-0.05830234366194176
2020-09-28,1.2116036056342412,0.0028471588808311916,0.0,0.0,4581.909,1.2103399743979746,-0.04172344244347692,-0.05585291124325964
2020-09-29,1.2117857073670382,0.00015029811066098237,0.0,0.0,4591.799,1.2129524798726132,-0.0415794152873854,-0.0538149801739598
2020-09-30,1.213832128060623,0.0016887645077374842,0.0,0.0,4587.395,1.2117891356754134,-0.039960868620437906,-0.05472246737610287
2020-10-09,1.2231255493304685,0.007656265685349546,1.4158632517765208,0.0007079316258882605,4681.141,1.2365527290248037,-0.032610553962263644,-0.035405188708501956
2020-10-12,1.231287736150458,0.006673220769901715,0.0,0.0,4823.158,1.2740674095093087,-0.026154950618381023,-0.0061411991565560875
2020-10-13,1.232984406441104,0.0013779640946889652,0.0,0.0,4839.201,1.2783052684910707,-0.02481302710654265,-0.002835382357286642
2020-10-14,1.2316859953889439,-0.0010530636440957148,0.0,0.0,4807.102,1.2698261164960833,-0.025839961053892524,-0.009449694732762137
2020-10-15,1.2306182551346607,-0.0008668932327561296,0.0,0.0,4798.736,1.2676161851714294,-0.02668445379927631,-0.01117359072121138
2020-10-16,1.23018672877615,-0.0003506581807235788,0.0,0.0,4791.676,1.2657512419306867,-0.02702575485797698,-0.012628372657435216
2020-10-19,1.2286000029566215,-0.0012898251805293494,0.0,0.0,4755.488,1.2561919549624132,-0.02828072153936767,-0.020085263409287735
2020-10-20,1.230228691968953,0.0013256462708872148,0.0,0.0,4793.467,1.2662243458037985,-0.026992565501527288,-0.012259319619506548
2020-10-21,1.2297120126940797,-0.00041998636371128663,0.0,0.0,4792.828,1.2660555499495727,-0.027401215355806197,-0.012390991808918228
2020-10-22,1.2291780713151261,-0.0004342003440168156,0.0,0.0,4777.985,1.2621346784874834,-0.027823518082689236,-0.015449536890982718
2020-10-23,1.2256743141027777,-0.0028504878944021535,0.0,0.0,4718.488,1.246418173105828,-0.030594695375616987,-0.027709474689782132
2020-10-26,1.2243591305211738,-0.0010730285904430206,0.0,0.0,4691.236,1.2392193865340533,-0.03163489498320604,-0.03332501538751287
2020-10-27,1.2259578138039102,0.0013057306821861725,0.0,0.0,4699.279,1.241343995384662,-0.030370470954027118,-0.03166767670294479
2020-10-28,1.2282560706063987,0.0018746622245977204,0.0,0.0,4737.272,1.2513800844137766,-0.02855274310407019,-0.02383884807646297
2020-10-29,1.2303507279047774,0.0017053913662680835,0.0,0.0,4772.92,1.260796726998197,-0.026896045339374952,-0.016493229597353
2020-10-30,1.2251379581483222,-0.0042368160868504956,0.0,0.0,4695.334,1.2403018989137367,-0.031018907828659015,-0.032480582473257025
2020-11-02,1.2271619215100806,0.0016520289395144236,1.1989754709429299,0.000599487735471465,4720.831,1.2470370912379896,-0.029418123022549758,-0.027226676661938898
2020-11-03,1.235293350505378,0.006626207065886932,0.0,0.0,4777.561,1.2620226762305322,-0.02298684653130001,-0.015536906231061964
2020-11-04,1.2377951831320115,0.002025294336450473,0.0,0.0,4813.656,1.271557396666031,-0.021008107324942293,-0.008099179037292958
2020-11-05,1.2474956145138199,0.00783686308849838,0.0,0.0,4885.112,1.2904329468374949,-0.013335881897297952,0.0
2020-11-06,1.2425750201177623,-0.003944378111481418,0.0,0.0,4885.718,1.2905930255349296,-0.017227658248126443,0.0
2020-11-09,1.2570817431099717,0.011674726078780027,0.0,0.0,4981.35,1.3158548176027398,-0.005754060360372293,0.0
2020-11-10,1.2510019337003724,-0.004836447146673338,0.0,0.0,4953.876,1.3085973883398254,-0.010562678298233874,-0.005515372338823932
2020-11-11,1.240864919924567,-0.00810311599265134,0.0,0.0,4904.898,1.2956595427243704,-0.01858020368344171,-0.015347646722274177
2020-11-12,1.2444966280032395,0.002926755378734752,0.0,0.0,4908.463,1.2966012598140657,-0.015707828015775416,-0.014631977275236796
2020-11-13,1.2418392179888877,-0.002135329220309389,0.0,0.0,4856.851,1.2829676265929282,-0.01780961585193508,-0.024993023979443585
2020-11-16,1.2473418460241439,0.004431030970472674,0.0,0.0,4904.172,1.295467765274968,-0.013457499840874632,-0.015493390345990843
2020-11-17,1.2397437118913595,-0.006091460939118871,0.0,0.0,4894.786,1.2929883945585923,-0.019466984945374577,-0.01737761851706876
2020-11-18,1.236120604422462,-0.002922464888626107,0.0,0.0,4891.672,1.2921658119450405,-0.02233255825401037,-0.018002750258464317
2020-11-19,1.2381401942869212,0.0016338129606720913,0.0,0.0,4927.989,1.3017591750716788,-0.0207352325164587,-0.01071215634316014
2020-11-20,1.243778503339508,0.004553853496238207,0.0,0.0,4943.288,1.3058005017912435,-0.01627580423131081,-0.007640900559085617
2020-11-23,1.2486142653136831,0.00388796072708375,0.0,0.0,5005.027,1.322109245522155,-0.01245112319187991,0.0
2020-11-24,1.248459566486606,-0.00012389641170586956,0.0,0.0,4974.286,1.313988817736931,-0.012573476954100493,-0.006142024808257762
2020-11-25,1.2374502085077537,-0.008818353653081942,0.0,0.0,4910.7,1.2971921773819894,-0.02128095324075241,-0.01884645177738309
2020-11-26,1.2398079188672224,0.0019052971531773933,0.0,0.0,4919.591,1.2995407907465004,-0.01941620262720145,-0.017070037784011838
2020-11-27,1.2438131064517821,0.0032304904038838174,0.0,0.0,4980.765,1.3157002861868992,-0.016248436079584705,-0.004847526297060756
2020-11-30,1.238997810863367,-0.003871398012641662,0.0,0.0,4960.252,1.310281648694355,-0.02005692992907926,-0.00894600568588333
2020-12-01,1.2496486354712864,0.008596322378082041,1.2572860006123456,0.0006286430003061729,5067.098,1.3385056891335094,-0.011633023386582342,0.0
2020-12-02,1.2490908760175237,-0.0004463330234841188,0.0,0.0,5067.145,1.33851810447803,-0.012074164207566018,0.0
2020-12-03,1.2434453927198366,-0.004519673793220416,0.0,0.0,5057.06,1.3358540885314445,-0.016539266717242485,-0.0019902726288670847
2020-12-04,1.2476955378359402,0.0034180392166698556,0.0,0.0,5065.916,1.3381934564266316,-0.013177759362827168,-0.0002425428915099337
2020-12-07,1.2436616694286644,-0.0032330550883209286,0.0,0.0,5022.235,1.3266548465542665,-0.016368210029187535,-0.00886297905428024
2020-12-08,1.2442371028925883,0.0004626929317426196,0.0,0.0,5009.879,1.3233909317266996,-0.01591309055253065,-0.011301433055497911
