factor,ic_mean,ic_std,icir,ic_pos_pct,t_stat,n_months
combo_eff_accel,0.050296448126145595,0.34033201156811926,0.14778641566627504,0.5643564356435643,1.485235095937336,101
momentum_12_1,0.0325087653121095,0.38595443241239075,0.0842295426144349,0.594059405940594,0.8464964268989724,101
fund_hit_rate_20,0.013494902971402978,0.22260455682543812,0.06062276156361616,0.5247524752475248,0.6092512135232105,101
vol_60d,-0.04729125113731329,0.39816325829260296,-0.11877351853133522,0.4752475247524752,-1.193659088322816,101
max_drawdown_60d,0.057093411367115085,0.35618146895723224,0.16029304257255017,0.5841584158415841,1.6109251407851648,101
