date,total_vol_strategy,downside_vol_strategy,hs300_close,hs300_nav,total_vol_dd,downside_vol_dd,hs300_dd
2020-10-14,1.2316859953889439,1.0103025878153649,4807.102,1.2698261164960833,-0.025839961053892524,0.0,-0.009449694732762137
2020-10-15,1.2306182551346607,1.0103025878153649,4798.736,1.2676161851714294,-0.02668445379927631,0.0,-0.01117359072121138
2020-10-16,1.23018672877615,1.0104648332927724,4791.676,1.2657512419306867,-0.02702575485797698,0.0,-0.012628372657435216
2020-10-19,1.2286000029566215,1.0104648332927724,4755.488,1.2561919549624132,-0.02828072153936767,0.0,-0.020085263409287735
2020-10-20,1.230228691968953,1.010545956031476,4793.467,1.2662243458037985,-0.026992565501527288,0.0,-0.012259319619506548
2020-10-21,1.2297120126940797,1.0106270787701797,4792.828,1.2660555499495727,-0.027401215355806197,0.0,-0.012390991808918228
2020-10-22,1.2291780713151261,1.0106270787701797,4777.985,1.2621346784874834,-0.027823518082689236,0.0,-0.015449536890982718
2020-10-23,1.2256743141027777,1.0107893242475872,4718.488,1.246418173105828,-0.030594695375616987,0.0,-0.027709474689782132
2020-10-26,1.2243591305211738,1.0107893242475872,4691.236,1.2392193865340533,-0.03163489498320604,0.0,-0.03332501538751287
2020-10-27,1.2259578138039102,1.0108704469862908,4699.279,1.241343995384662,-0.030370470954027118,0.0,-0.03166767670294479
2020-10-28,1.2282560706063987,1.0109515697249944,4737.272,1.2513800844137766,-0.02855274310407019,0.0,-0.02383884807646297
2020-10-29,1.2303507279047774,1.0109515697249944,4772.92,1.260796726998197,-0.026896045339374952,0.0,-0.016493229597353
2020-10-30,1.2251379581483222,1.0111138152024015,4695.334,1.2403018989137367,-0.031018907828659015,0.0,-0.032480582473257025
2020-11-02,1.2271619215100806,1.0111949379411054,4720.831,1.2470370912379896,-0.029418123022549758,0.0,-0.027226676661938898
2020-11-03,1.235293350505378,1.0111949379411054,4777.561,1.2620226762305322,-0.02298684653130001,0.0,-0.015536906231061964
2020-11-04,1.2377951831320115,1.011276060679809,4813.656,1.271557396666031,-0.021008107324942293,0.0,-0.008099179037292958
2020-11-05,1.2474956145138199,1.0113571834185127,4885.112,1.2904329468374949,-0.013335881897297952,0.0,0.0
2020-11-06,1.2425750201177623,1.0114383061572163,4885.718,1.2905930255349296,-0.017227658248126443,0.0,0.0
2020-11-09,1.2570817431099717,1.0115194288959202,4981.35,1.3158548176027398,-0.005754060360372293,0.0,0.0
2020-11-10,1.2510019337003724,1.011600551634624,4953.876,1.3085973883398254,-0.010562678298233874,0.0,-0.005515372338823932
2020-11-11,1.240864919924567,1.011600551634624,4904.898,1.2956595427243704,-0.01858020368344171,0.0,-0.015347646722274177
2020-11-12,1.2444966280032395,1.0116816743733275,4908.463,1.2966012598140657,-0.015707828015775416,0.0,-0.014631977275236796
2020-11-13,1.2418392179888877,1.011843919850735,4856.851,1.2829676265929282,-0.01780961585193508,0.0,-0.024993023979443585
