path,name,size,mtime,index_code,date,duckdb_rows,duckdb_ok,columns,pandas_ok,pandas_rows,pandas_error
data/raw/index_constituents_parts_alt/tushare_000010.SH_2014-01-30.parquet,tushare_000010.SH_2014-01-30.parquet,5526,2026-06-12 14:41:38.581171,000010.SH,2014-01-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2014-02-28.parquet,tushare_000010.SH_2014-02-28.parquet,5524,2026-06-12 14:41:39.164560,000010.SH,2014-02-28,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2014-03-31.parquet,tushare_000010.SH_2014-03-31.parquet,5541,2026-06-12 14:41:39.733724,000010.SH,2014-03-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2014-04-30.parquet,tushare_000010.SH_2014-04-30.parquet,5520,2026-06-12 14:41:40.317134,000010.SH,2014-04-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2014-05-30.parquet,tushare_000010.SH_2014-05-30.parquet,5519,2026-06-12 14:41:40.904890,000010.SH,2014-05-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2014-06-30.parquet,tushare_000010.SH_2014-06-30.parquet,5526,2026-06-12 14:41:41.484456,000010.SH,2014-06-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2014-07-31.parquet,tushare_000010.SH_2014-07-31.parquet,5529,2026-06-12 14:41:42.127930,000010.SH,2014-07-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2014-08-29.parquet,tushare_000010.SH_2014-08-29.parquet,5520,2026-06-12 14:41:42.699553,000010.SH,2014-08-29,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2014-09-30.parquet,tushare_000010.SH_2014-09-30.parquet,5508,2026-06-12 14:41:43.325970,000010.SH,2014-09-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2014-10-31.parquet,tushare_000010.SH_2014-10-31.parquet,5530,2026-06-12 14:41:43.925246,000010.SH,2014-10-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2014-11-28.parquet,tushare_000010.SH_2014-11-28.parquet,5493,2026-06-12 14:41:44.497498,000010.SH,2014-11-28,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2014-12-31.parquet,tushare_000010.SH_2014-12-31.parquet,5485,2026-06-12 14:41:45.088292,000010.SH,2014-12-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-01-30.parquet,tushare_000010.SH_2015-01-30.parquet,5511,2026-06-12 14:41:45.678697,000010.SH,2015-01-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-02-27.parquet,tushare_000010.SH_2015-02-27.parquet,5524,2026-06-12 14:41:46.355410,000010.SH,2015-02-27,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-03-31.parquet,tushare_000010.SH_2015-03-31.parquet,5503,2026-06-12 14:41:46.935999,000010.SH,2015-03-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-04-30.parquet,tushare_000010.SH_2015-04-30.parquet,5525,2026-06-12 14:41:47.513600,000010.SH,2015-04-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-05-29.parquet,tushare_000010.SH_2015-05-29.parquet,5532,2026-06-12 14:41:48.093569,000010.SH,2015-05-29,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-06-30.parquet,tushare_000010.SH_2015-06-30.parquet,5936,2026-06-12 14:41:48.829841,000010.SH,2015-06-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-07-31.parquet,tushare_000010.SH_2015-07-31.parquet,5912,2026-06-12 14:41:49.515249,000010.SH,2015-07-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-08-31.parquet,tushare_000010.SH_2015-08-31.parquet,5899,2026-06-12 14:41:50.288888,000010.SH,2015-08-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-09-30.parquet,tushare_000010.SH_2015-09-30.parquet,5940,2026-06-12 14:41:50.856406,000010.SH,2015-09-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-10-30.parquet,tushare_000010.SH_2015-10-30.parquet,5948,2026-06-12 14:41:51.437383,000010.SH,2015-10-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-11-30.parquet,tushare_000010.SH_2015-11-30.parquet,5911,2026-06-12 14:41:52.122550,000010.SH,2015-11-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-12-31.parquet,tushare_000010.SH_2015-12-31.parquet,5933,2026-06-12 14:41:52.701310,000010.SH,2015-12-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-01-29.parquet,tushare_000010.SH_2016-01-29.parquet,5949,2026-06-12 14:41:53.285672,000010.SH,2016-01-29,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-02-29.parquet,tushare_000010.SH_2016-02-29.parquet,5934,2026-06-12 14:41:53.860947,000010.SH,2016-02-29,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-03-31.parquet,tushare_000010.SH_2016-03-31.parquet,5924,2026-06-12 14:41:54.450011,000010.SH,2016-03-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-04-29.parquet,tushare_000010.SH_2016-04-29.parquet,5923,2026-06-12 14:41:55.032422,000010.SH,2016-04-29,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-05-31.parquet,tushare_000010.SH_2016-05-31.parquet,5929,2026-06-12 14:41:55.659528,000010.SH,2016-05-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-06-30.parquet,tushare_000010.SH_2016-06-30.parquet,5914,2026-06-12 14:41:56.389794,000010.SH,2016-06-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-07-29.parquet,tushare_000010.SH_2016-07-29.parquet,5961,2026-06-12 14:41:56.998865,000010.SH,2016-07-29,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-08-31.parquet,tushare_000010.SH_2016-08-31.parquet,5926,2026-06-12 14:41:57.585630,000010.SH,2016-08-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-09-30.parquet,tushare_000010.SH_2016-09-30.parquet,5922,2026-06-12 14:41:58.161499,000010.SH,2016-09-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-10-31.parquet,tushare_000010.SH_2016-10-31.parquet,5890,2026-06-12 14:41:58.735119,000010.SH,2016-10-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-11-30.parquet,tushare_000010.SH_2016-11-30.parquet,5894,2026-06-12 14:42:14.765226,000010.SH,2016-11-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-12-30.parquet,tushare_000010.SH_2016-12-30.parquet,5904,2026-06-12 14:42:15.365633,000010.SH,2016-12-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-01-26.parquet,tushare_000010.SH_2017-01-26.parquet,5920,2026-06-12 14:42:16.108630,000010.SH,2017-01-26,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-02-28.parquet,tushare_000010.SH_2017-02-28.parquet,5923,2026-06-12 14:42:16.760236,000010.SH,2017-02-28,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-03-31.parquet,tushare_000010.SH_2017-03-31.parquet,5928,2026-06-12 14:42:17.338598,000010.SH,2017-03-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-04-28.parquet,tushare_000010.SH_2017-04-28.parquet,5935,2026-06-12 14:42:17.908173,000010.SH,2017-04-28,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-05-31.parquet,tushare_000010.SH_2017-05-31.parquet,5928,2026-06-12 14:42:18.499415,000010.SH,2017-05-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-06-30.parquet,tushare_000010.SH_2017-06-30.parquet,5928,2026-06-12 14:42:19.077107,000010.SH,2017-06-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-07-31.parquet,tushare_000010.SH_2017-07-31.parquet,5908,2026-06-12 14:42:19.680084,000010.SH,2017-07-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-08-31.parquet,tushare_000010.SH_2017-08-31.parquet,5909,2026-06-12 14:42:20.253526,000010.SH,2017-08-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-09-29.parquet,tushare_000010.SH_2017-09-29.parquet,5953,2026-06-12 14:42:20.823510,000010.SH,2017-09-29,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-10-31.parquet,tushare_000010.SH_2017-10-31.parquet,5936,2026-06-12 14:42:21.480015,000010.SH,2017-10-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-11-30.parquet,tushare_000010.SH_2017-11-30.parquet,5950,2026-06-12 14:42:22.094712,000010.SH,2017-11-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-12-29.parquet,tushare_000010.SH_2017-12-29.parquet,5960,2026-06-12 14:42:22.688878,000010.SH,2017-12-29,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-01-31.parquet,tushare_000010.SH_2018-01-31.parquet,5936,2026-06-12 14:42:23.255590,000010.SH,2018-01-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-02-28.parquet,tushare_000010.SH_2018-02-28.parquet,5927,2026-06-12 14:42:23.844118,000010.SH,2018-02-28,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-03-30.parquet,tushare_000010.SH_2018-03-30.parquet,5901,2026-06-12 14:42:24.433612,000010.SH,2018-03-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-04-27.parquet,tushare_000010.SH_2018-04-27.parquet,5952,2026-06-12 14:42:25.021617,000010.SH,2018-04-27,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-05-31.parquet,tushare_000010.SH_2018-05-31.parquet,5927,2026-06-12 14:42:25.687062,000010.SH,2018-05-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-06-29.parquet,tushare_000010.SH_2018-06-29.parquet,5940,2026-06-12 14:42:26.276097,000010.SH,2018-06-29,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-07-31.parquet,tushare_000010.SH_2018-07-31.parquet,5917,2026-06-12 14:42:26.862860,000010.SH,2018-07-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-08-31.parquet,tushare_000010.SH_2018-08-31.parquet,5923,2026-06-12 14:42:27.453780,000010.SH,2018-08-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-09-28.parquet,tushare_000010.SH_2018-09-28.parquet,5913,2026-06-12 14:42:28.068679,000010.SH,2018-09-28,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-10-31.parquet,tushare_000010.SH_2018-10-31.parquet,5937,2026-06-12 14:42:28.637586,000010.SH,2018-10-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-11-30.parquet,tushare_000010.SH_2018-11-30.parquet,5949,2026-06-12 14:42:29.359260,000010.SH,2018-11-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-12-28.parquet,tushare_000010.SH_2018-12-28.parquet,5930,2026-06-12 14:42:29.955952,000010.SH,2018-12-28,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2019-01-31.parquet,tushare_000010.SH_2019-01-31.parquet,5921,2026-06-12 14:42:30.531355,000010.SH,2019-01-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2019-02-28.parquet,tushare_000010.SH_2019-02-28.parquet,5952,2026-06-12 14:42:31.116188,000010.SH,2019-02-28,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2019-03-29.parquet,tushare_000010.SH_2019-03-29.parquet,5927,2026-06-12 14:42:31.738951,000010.SH,2019-03-29,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2019-04-30.parquet,tushare_000010.SH_2019-04-30.parquet,5950,2026-06-12 14:42:32.326113,000010.SH,2019-04-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2019-05-31.parquet,tushare_000010.SH_2019-05-31.parquet,5940,2026-06-12 14:42:32.979635,000010.SH,2019-05-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2019-06-28.parquet,tushare_000010.SH_2019-06-28.parquet,5925,2026-06-12 14:42:33.577325,000010.SH,2019-06-28,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2019-07-31.parquet,tushare_000010.SH_2019-07-31.parquet,5932,2026-06-12 14:42:34.156994,000010.SH,2019-07-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2019-08-30.parquet,tushare_000010.SH_2019-08-30.parquet,5900,2026-06-12 14:42:34.749510,000010.SH,2019-08-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2019-09-30.parquet,tushare_000010.SH_2019-09-30.parquet,5934,2026-06-12 14:42:35.384698,000010.SH,2019-09-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2019-10-31.parquet,tushare_000010.SH_2019-10-31.parquet,5938,2026-06-12 14:42:35.970222,000010.SH,2019-10-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2019-11-29.parquet,tushare_000010.SH_2019-11-29.parquet,5922,2026-06-12 14:42:36.559311,000010.SH,2019-11-29,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2019-12-31.parquet,tushare_000010.SH_2019-12-31.parquet,5909,2026-06-12 14:42:37.203193,000010.SH,2019-12-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2020-01-23.parquet,tushare_000010.SH_2020-01-23.parquet,5910,2026-06-12 14:42:37.782611,000010.SH,2020-01-23,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2020-02-28.parquet,tushare_000010.SH_2020-02-28.parquet,5910,2026-06-12 14:42:38.363157,000010.SH,2020-02-28,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2020-03-31.parquet,tushare_000010.SH_2020-03-31.parquet,5935,2026-06-12 14:42:38.937460,000010.SH,2020-03-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2020-04-30.parquet,tushare_000010.SH_2020-04-30.parquet,5913,2026-06-12 14:42:39.520571,000010.SH,2020-04-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2020-05-29.parquet,tushare_000010.SH_2020-05-29.parquet,5949,2026-06-12 14:42:43.111382,000010.SH,2020-05-29,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2020-06-30.parquet,tushare_000010.SH_2020-06-30.parquet,5919,2026-06-12 14:42:43.674951,000010.SH,2020-06-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2020-07-31.parquet,tushare_000010.SH_2020-07-31.parquet,5947,2026-06-12 14:42:44.249971,000010.SH,2020-07-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2020-08-31.parquet,tushare_000010.SH_2020-08-31.parquet,5954,2026-06-12 14:42:44.850257,000010.SH,2020-08-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2020-09-30.parquet,tushare_000010.SH_2020-09-30.parquet,5943,2026-06-12 14:42:45.422882,000010.SH,2020-09-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2020-10-30.parquet,tushare_000010.SH_2020-10-30.parquet,5942,2026-06-12 14:42:45.994008,000010.SH,2020-10-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2020-11-30.parquet,tushare_000010.SH_2020-11-30.parquet,5935,2026-06-12 14:42:46.659127,000010.SH,2020-11-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2020-12-31.parquet,tushare_000010.SH_2020-12-31.parquet,5909,2026-06-12 14:42:47.236621,000010.SH,2020-12-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2021-01-29.parquet,tushare_000010.SH_2021-01-29.parquet,5947,2026-06-12 14:42:47.834681,000010.SH,2021-01-29,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2021-02-26.parquet,tushare_000010.SH_2021-02-26.parquet,5936,2026-06-12 14:42:48.420268,000010.SH,2021-02-26,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2021-03-31.parquet,tushare_000010.SH_2021-03-31.parquet,5960,2026-06-12 14:42:48.994910,000010.SH,2021-03-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2021-04-30.parquet,tushare_000010.SH_2021-04-30.parquet,5915,2026-06-12 14:42:49.565484,000010.SH,2021-04-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2021-05-31.parquet,tushare_000010.SH_2021-05-31.parquet,5928,2026-06-12 14:42:50.151660,000010.SH,2021-05-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2021-06-30.parquet,tushare_000010.SH_2021-06-30.parquet,5946,2026-06-12 14:42:50.813693,000010.SH,2021-06-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2021-07-30.parquet,tushare_000010.SH_2021-07-30.parquet,5951,2026-06-12 14:42:51.402635,000010.SH,2021-07-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2021-08-31.parquet,tushare_000010.SH_2021-08-31.parquet,5945,2026-06-12 14:42:51.987337,000010.SH,2021-08-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2021-09-30.parquet,tushare_000010.SH_2021-09-30.parquet,5932,2026-06-12 14:42:52.565879,000010.SH,2021-09-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2021-10-29.parquet,tushare_000010.SH_2021-10-29.parquet,5908,2026-06-12 14:42:53.139902,000010.SH,2021-10-29,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2021-11-30.parquet,tushare_000010.SH_2021-11-30.parquet,5941,2026-06-12 14:42:53.957887,000010.SH,2021-11-30,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2021-12-31.parquet,tushare_000010.SH_2021-12-31.parquet,5937,2026-06-12 14:42:54.584422,000010.SH,2021-12-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2022-01-28.parquet,tushare_000010.SH_2022-01-28.parquet,5942,2026-06-12 14:42:55.279086,000010.SH,2022-01-28,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2022-02-28.parquet,tushare_000010.SH_2022-02-28.parquet,5961,2026-06-12 14:42:55.894947,000010.SH,2022-02-28,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2022-03-31.parquet,tushare_000010.SH_2022-03-31.parquet,5966,2026-06-12 14:42:56.578027,000010.SH,2022-03-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2022-04-29.parquet,tushare_000010.SH_2022-04-29.parquet,5969,2026-06-12 14:42:57.153222,000010.SH,2022-04-29,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
data/raw/index_constituents_parts_alt/tushare_000010.SH_2022-05-31.parquet,tushare_000010.SH_2022-05-31.parquet,5945,2026-06-12 14:42:57.712819,000010.SH,2022-05-31,180,True,date;index_code;code;weight;source;snapshot_quality,False,,OSError: Repetition level histogram size mismatch
