cost_bps,ann,sharpe,mdd
0,0.07878521613459766,1.0587602802855052,-0.07602580249343482
5,0.07568168205656334,1.0174966219123773,-0.07602580249343494
10,0.07258632673366372,0.9761892626579128,-0.07602580249343482
15,0.06949913057208534,0.9348527351071716,-0.07881183441030604
20,0.0664200740203047,0.8935016662053943,-0.08167291090553108
30,0.060286301750966054,0.8108147249390758,-0.0932456336337506
50,0.048115576937361126,0.6459141743388647,-0.11737268965652847
