date,S0 三因子·原风险层(现状),S1 三因子·松风险层,S2 +low_corr(0.20)·松,S3 ++resid_mom(0.20)·松,S4 +++dd_resil(0.15)·松
2023-08-15,1.4217508800979834,1.4940938195149818,1.3133705953961268,1.3270032458039218,1.3042056402678264
2023-08-16,1.42175417628185,1.4940689384784003,1.3131024880109086,1.326596088969336,1.3039153370005248
2023-08-17,1.4220541414137116,1.4945559929927734,1.3128058659869692,1.326230344974041,1.3036551879022569
2023-08-18,1.4207940645512196,1.4922491420915096,1.3122609404180787,1.3256708171660443,1.302979615068234
2023-08-21,1.4198376358230722,1.490544314610861,1.3117476577451717,1.3253634743319562,1.3023240034711627
2023-08-22,1.422166924230909,1.494581570432053,1.3155066224115992,1.3293610845294657,1.3060710417899868
2023-08-23,1.4203671801560798,1.491398606204827,1.3140409690110295,1.3279292034259846,1.304477103197788
2023-08-24,1.4214089628089759,1.4931911511468778,1.3146795643922138,1.3285860696870526,1.305270242232745
2023-08-25,1.4212956752278902,1.4928932672129505,1.3148685886902767,1.3286715982410957,1.3054682381429963
2023-08-28,1.424746511193837,1.498903768878773,1.3196223157534523,1.3334523984653184,1.310201326494403
2023-08-29,1.4255041108847395,1.5002014164458348,1.3194816498522584,1.3331890623725453,1.3102310459413116
2023-08-30,1.4247038459790915,1.4987669856523822,1.318984658502728,1.332669520096719,1.3098069337163565
2023-08-31,1.4242906594503892,1.4980118073576705,1.3194063528749749,1.333281900606199,1.3101560947836144
2023-09-01,1.4244461797470898,1.4981769092148067,1.3200106761376318,1.3336568371393607,1.3107440458165922
2023-09-04,1.425095846766708,1.4992773349978548,1.3206976307825318,1.3346895405501276,1.3118310462659055
2023-09-05,1.4233165011585054,1.4961112798547456,1.3179811273077997,1.3326279042998082,1.3096187841705322
2023-09-06,1.422301807501548,1.4942952883982796,1.3161320032401087,1.330736150524698,1.3072366785395368
2023-09-07,1.4211831908207941,1.4923135813748958,1.3143975435964115,1.328914687857065,1.3052277842830022
2023-09-08,1.4207540569856294,1.4914784280623632,1.3137341434230494,1.3280740705359986,1.3048302985161828
2023-09-11,1.4224032147128467,1.4943409172596906,1.3163429492113787,1.3305832215246192,1.3079297149429867
2023-09-12,1.4223068251496969,1.4941415110134901,1.3164023839341679,1.3304713687810408,1.3070602695526774
2023-09-13,1.4199949061980977,1.490063076911701,1.3130109475950118,1.3271217494202134,1.304190366304148
2023-09-14,1.4218589701711457,1.4932926080875315,1.315967639337098,1.3301381079508172,1.307104846744351
2023-09-15,1.4200937132614297,1.490110879954913,1.3129861255681585,1.326208227675521,1.3024673498738202
2023-09-18,1.4191022041278518,1.4883387133251347,1.3114079549771012,1.3250674514113194,1.301741612890711
2023-09-19,1.4185744656929298,1.4873933595047772,1.310556945058045,1.3240459593482783,1.3005634214667414
2023-09-20,1.4183515555254937,1.4869657164383097,1.3101510679421808,1.3228512824837995,1.2992330700097687
2023-09-21,1.41658841341278,1.4838545176817874,1.3074735597169949,1.320331775616485,1.2964699289127348
2023-09-22,1.4191385461073314,1.4881925301746435,1.3112019776752482,1.3244538189939086,1.300294089858314
2023-09-25,1.4192679355227968,1.48838055621631,1.3112165517620742,1.325031154491827,1.3011165467653427
2023-09-26,1.4180693841184644,1.4862475765619696,1.309347048988974,1.3231019155524286,1.2989092484584455
2023-09-27,1.413358482113792,1.4779729110101263,1.302014371961994,1.3155894956456906,1.2918382458816589
2023-09-28,1.4078922510589085,1.4679842586028515,1.2934134237746509,1.3071837169755975,1.2839133772033853
2023-10-09,1.40015884151904,1.4545000187742172,1.2817310163366054,1.2965547750017157,1.2757268797931287
2023-10-10,1.3967283345303432,1.4485159308715565,1.2768022281947193,1.2914328336687786,1.2711512916674532
2023-10-11,1.3978097937198537,1.4503481183443858,1.27889322769005,1.2920592139013893,1.2706970357011766
2023-10-12,1.4011786663536754,1.4561368242965034,1.283515669689213,1.296685061843259,1.2749760181014902
