fold,candidate_id,factor_preset,risk_preset,portfolio_preset,w_combo_eff_accel,w_momentum_12_1,w_fund_hit_rate_20,w_vol_60d,w_max_drawdown_60d,top_n,max_per_theme,max_weight,volatility_target,weak_market_exposure,train_start,train_end,train_trading_days,train_total_return,train_annual_return,train_annual_volatility,train_sharpe_rf0,train_max_drawdown,train_calmar,test_start,test_end,test_trading_days,test_total_return,test_annual_return,test_annual_volatility,test_sharpe_rf0,test_max_drawdown,test_calmar,selection_score
2020_2023_to_2024,hit_quality__risk_defensive__defensive,hit_quality,risk_defensive,defensive,0.4,0.3,0.3,-0.25,0.2,25,3,0.1,0.15,0.5,2020-02-04,2023-12-29,954,0.17551396260907204,0.043640051386940604,0.06404134174147998,0.6814356195581497,-0.08213876377224005,0.5312966665525757,2024-01-02,2024-12-31,243,0.07071923197323904,0.07343240037666021,0.0559475743913282,1.3125216093021923,-0.03493667286535096,2.10187159663644,0.8527651201390007
2020_2023_to_2024,eff_heavy__risk_light__balanced,eff_heavy,risk_light,balanced,0.55,0.3,0.15,-0.15,0.1,20,3,0.12,0.18,0.6,2020-02-04,2023-12-29,954,0.36912696023344216,0.08653003992165198,0.07347136699517047,1.1777382599583304,-0.06509764186957911,1.3292346302652858,2024-01-02,2024-12-31,243,0.05013748802810247,0.052041949048978964,0.06537566311892239,0.7960446833909957,-0.04442051119037649,1.1715747445124771,1.9288199592704873
2020_2023_to_2024,eff_heavy__risk_light__defensive,eff_heavy,risk_light,defensive,0.55,0.3,0.15,-0.15,0.1,25,3,0.1,0.15,0.5,2020-02-04,2023-12-29,954,0.2058142288829461,0.05067958889216939,0.06654415432595281,0.7615934022382473,-0.08178087854086413,0.6196997366180885,2024-01-02,2024-12-31,243,0.07527438798905983,0.07816860859522201,0.060669345876694945,1.2884366472994906,-0.035954255105725474,2.174112865510992,0.9849457929128649
2020_2023_to_2024,eff_heavy__risk_balanced__balanced,eff_heavy,risk_balanced,balanced,0.55,0.3,0.15,-0.2,0.2,20,3,0.12,0.18,0.6,2020-02-04,2023-12-29,954,0.3275349500505702,0.07771197205752944,0.07183578826649005,1.0818002270573053,-0.06521984101286726,1.1915388147327375,2024-01-02,2024-12-31,243,0.051498849693607074,0.05345632577340709,0.06196295492904207,0.8627142755638995,-0.04431467931922084,1.2062893513983117,1.7386849937837212
2020_2023_to_2024,eff_heavy__risk_balanced__defensive,eff_heavy,risk_balanced,defensive,0.55,0.3,0.15,-0.2,0.2,25,3,0.1,0.15,0.5,2020-02-04,2023-12-29,954,0.1953375496645433,0.04826046117287763,0.06598764299304843,0.7313560385534865,-0.08189872918053054,0.5892699637194175,2024-01-02,2024-12-31,243,0.07880309172390731,0.08183807748577077,0.060062262156052294,1.3625540322331031,-0.036185692204344644,2.261614259680926,0.9381288489923343
2020_2023_to_2024,eff_heavy__risk_defensive__balanced,eff_heavy,risk_defensive,balanced,0.55,0.3,0.15,-0.25,0.2,20,3,0.12,0.18,0.6,2020-02-04,2023-12-29,954,0.33195407990805603,0.07865845864973342,0.0705717955974799,1.114587746900722,-0.06460832938333982,1.2174662214685994,2024-01-02,2024-12-31,243,0.053735781623909684,0.05578051704947207,0.05997697622646126,0.9300321649903758,-0.04216933442605464,1.322774423847858,1.781785159552157
2020_2023_to_2024,eff_heavy__risk_defensive__defensive,eff_heavy,risk_defensive,defensive,0.55,0.3,0.15,-0.25,0.2,25,3,0.1,0.15,0.5,2020-02-04,2023-12-29,954,0.1872188481778123,0.04637505217302329,0.06549493097088585,0.7080708611424932,-0.08094572146744972,0.5729154219926479,2024-01-02,2024-12-31,243,0.08180179170095125,0.08495674947198362,0.05789092587137955,1.4675313651182254,-0.03555483780424007,2.38945681428062,0.9096655179166813
2020_2024_to_2025,base__risk_light__balanced,base,risk_light,balanced,0.45,0.35,0.2,-0.15,0.1,20,3,0.12,0.18,0.6,2020-02-04,2024-12-31,1198,0.48416184102624715,0.08660371001397693,0.07075017166296955,1.2240777368926876,-0.0640257143007894,1.3526394974231337,2025-01-02,2025-12-31,243,0.291866127726951,0.3041774250586715,0.13689939361252706,2.221904838523971,-0.07642885481804229,3.9798767858401223,1.9759673637260713
2020_2024_to_2025,base__risk_light__defensive,base,risk_light,defensive,0.45,0.35,0.2,-0.15,0.1,25,3,0.1,0.15,0.5,2020-02-04,2024-12-31,1198,0.30043630772347285,0.056814360322478,0.06473178932665109,0.8776887046298075,-0.08176264108478981,0.6948694363182343,2025-01-02,2025-12-31,243,0.3812323176127508,0.39785394160532417,0.1269040653834252,3.1350764091225676,-0.05539463243801013,7.182174952610188,1.121239648251982
2020_2024_to_2025,base__risk_balanced__balanced,base,risk_balanced,balanced,0.45,0.35,0.2,-0.2,0.2,20,3,0.12,0.18,0.6,2020-02-04,2024-12-31,1198,0.42085892873780706,0.07668629182647857,0.0689167600314339,1.1127379144275047,-0.06637830943911593,1.1552914268902466,2025-01-02,2025-12-31,243,0.31801015784827147,0.3315583208070991,0.13380752828508263,2.4778749376544793,-0.07642885481804218,4.33813016819964,1.7168143752976803
2020_2024_to_2025,base__risk_balanced__defensive,base,risk_balanced,defensive,0.45,0.35,0.2,-0.2,0.2,25,3,0.1,0.15,0.5,2020-02-04,2024-12-31,1198,0.26031161338648956,0.049870162100654314,0.06437363644791147,0.7746985389120781,-0.08171666823166446,0.6102813927664525,2025-01-02,2025-12-31,243,0.35387402037536586,0.3691515527636451,0.1212616596578222,3.04425614662806,-0.05573747259738904,6.623040758057939,0.9817074091569864
2020_2024_to_2025,base__risk_defensive__balanced,base,risk_defensive,balanced,0.45,0.35,0.2,-0.25,0.2,20,3,0.12,0.18,0.6,2020-02-04,2024-12-31,1198,0.3905782056889191,0.07181847799566987,0.06593800980587129,1.0891817664365564,-0.07083073616883773,1.0139451018054886,2025-01-02,2025-12-31,243,0.32160438107544165,0.33532416771939677,0.13194425757134498,2.5414078179043154,-0.07680212297929556,4.366079409156359,1.5590298559371827
2020_2024_to_2025,base__risk_defensive__defensive,base,risk_defensive,defensive,0.45,0.35,0.2,-0.25,0.2,25,3,0.1,0.15,0.5,2020-02-04,2024-12-31,1198,0.2496669216918821,0.04799867162108851,0.0627707445664024,0.7646662780989133,-0.08178087854086347,0.586918023839827,2025-01-02,2025-12-31,243,0.3180257020194275,0.3315746063922298,0.110933263792772,2.988955657264579,-0.050672466623746026,6.543486601002526,0.9523600594293962
2020_2024_to_2025,mom_heavy__risk_light__balanced,mom_heavy,risk_light,balanced,0.35,0.45,0.2,-0.15,0.1,20,3,0.12,0.18,0.6,2020-02-04,2024-12-31,1198,0.4206848375257677,0.07665854075186695,0.06954380014577588,1.1023058934251126,-0.0639848525380955,1.198073258139116,2025-01-02,2025-12-31,243,0.26747503961647334,0.2786508935808778,0.14255081559019644,1.9547478029304328,-0.07642885481804207,3.645886023600323,1.755563048958558
2020_2024_to_2025,mom_heavy__risk_light__defensive,mom_heavy,risk_light,defensive,0.35,0.45,0.2,-0.15,0.1,25,3,0.1,0.15,0.5,2020-02-04,2024-12-31,1198,0.25396659134775046,0.048756125353162316,0.0647567839323862,0.7529114695391532,-0.08251586150534518,0.5908697366021443,2025-01-02,2025-12-31,243,0.3037202176586451,0.3165898097439406,0.12955139750540623,2.4437390552327245,-0.057621727292979874,5.494278367155285,0.9504456032956294
