dt,long_g,long_n,to_l,ls_g,ls_n,to_ls,med_cap,bench,long_excess
2022-12-30,0.10069035930928044,0.10069035930928044,0.6913319238900634,0.07837391564364204,0.07837391564364204,1.3798912459239618,4634628070.0,0.07241629972510721,0.028274059584173228
2023-01-31,0.048838270161953905,0.048838270161953905,0.7426160337552742,0.045575702738666644,0.045575702738666644,1.3409247018313841,2592153485.0,0.010873488468235104,0.0379647816937188
2023-02-28,-0.013369844239177957,-0.013369844239177957,0.6473029045643153,-0.01751992702793645,-0.01751992702793645,1.295951553212964,3090501185.0,-0.0027867719171030814,-0.010583072322074876
2023-03-31,-0.04198993165673996,-0.04198993165673996,0.6529774127310062,0.0042267031028228805,0.0042267031028228805,1.3072984003853274,2637900000.0,-0.015548395868777432,-0.02644153578796253
2023-04-28,0.03485838810375477,0.03485838810375477,0.62217659137577,0.03961385679499215,0.03961385679499215,1.216826797137087,2317405735.0,-0.030994141552549426,0.0658525296563042
2023-05-31,0.03903562406790418,0.03903562406790418,0.648870636550308,0.02266144178609401,0.02266144178609401,1.2579241344926948,2735016480.0,-0.008114187600718359,0.04714981166862254
2023-06-30,0.04777590922510804,0.04777590922510804,0.6194331983805668,0.1255405997653799,0.1255405997653799,1.1731857338775242,2453959950.0,0.014922161011107438,0.032853748214000604
2023-07-31,-0.007316576667487445,-0.007316576667487445,0.5705645161290323,0.04296172169436992,0.04296172169436992,1.2877362333007494,2629664955.0,-0.05729814003810296,0.04998156337061552
2023-08-31,0.007974949097407145,0.007974949097407145,0.5771543086172344,0.04041826333920555,0.04041826333920555,1.2839816178541823,2605323060.0,-0.008472665600120388,0.016447614697527535
2023-09-28,0.01263160597888519,0.01263160597888519,0.5617529880478088,0.026881938869117064,0.026881938869117064,1.178519455113677,2583793470.0,-0.02856045842653998,0.04119206440542517
2023-10-31,0.06349831435125329,0.06349831435125329,0.5207920792079208,0.037079301201447076,0.037079301201447076,1.0803158887317301,2520826470.0,0.0030409322028226438,0.06045738214843065
2023-11-30,0.005034048722862373,0.005034048722862373,0.5607843137254902,0.04367825975634875,0.04367825975634875,1.1953619168689087,2819732035.0,-0.020887277842399965,0.02592132656526234
2023-12-29,-0.19659279420334408,-0.19659279420334408,0.5686274509803921,0.04791826320266712,0.04791826320266712,1.2503563311375632,2764347545.0,-0.13487163646992983,-0.061721157733414245
2024-01-31,-0.023895118906520338,-0.023895118906520338,0.5941176470588236,-0.08114609177591903,-0.08114609177591903,1.354431988905582,1965941300.0,0.13834698040017201,-0.16224209930669237
2024-02-29,0.11670847433777881,0.11670847433777881,0.48828125,0.11141752164074384,0.11141752164074384,1.1458154965753424,1820003510.0,-0.011339881682346675,0.1280483560201255
2024-03-29,-0.023897429190657023,-0.023897429190657023,0.527027027027027,0.05585256595893596,0.05585256595893596,1.227220450624706,2083157120.0,0.029318062768046493,-0.053215491958703516
2024-04-30,0.004550746764803976,0.004550746764803976,0.5694980694980694,0.03231099190769762,0.03231099190769762,1.2387437174671216,2073889660.0,-0.024370072380039298,0.028920819144843273
2024-05-31,-0.08378541915934548,-0.08378541915934548,0.6054158607350096,-0.0013558590730234632,-0.0013558590730234632,1.316656170812529,2014167870.0,-0.06889992351946106,-0.014885495639884422
2024-06-28,0.020742861850847682,0.020742861850847682,0.5807692307692307,0.035921882507030004,0.035921882507030004,1.212753816511042,1833953615.0,-0.011404104004587023,0.03214696585543471
2024-07-31,-0.00829731566143429,-0.00829731566143429,0.6134615384615385,0.07347205339303033,0.07347205339303033,1.2473729064769528,1904920680.0,-0.050609710925026086,0.0423123952635918
2024-08-30,0.2387604667724388,0.2387604667724388,0.6403846153846154,-0.008780338571839796,-0.008780338571839796,1.3725618793537868,1925287380.0,0.2379986781958796,0.0007617885765592025
2024-09-30,0.09864283966505076,0.09864283966505076,0.6403846153846153,-0.043105513189771114,-0.043105513189771114,1.3590744034385653,2028907390.0,0.02752342458938961,0.07111941507566115
2024-10-31,0.09569128139776344,0.09569128139776344,0.5641025641025641,0.13676293692774485,0.13676293692774485,1.3032329988851727,2188800000.0,-0.008362747805988113,0.10405402920375155
2024-11-29,-0.060697473550116815,-0.060697473550116815,0.5175097276264591,0.05087616168861675,0.05087616168861675,1.219264113591371,2334377945.0,-0.021566697807342217,-0.0391307757427746
2024-12-31,0.014858764085263605,0.014858764085263605,0.5412667946257198,0.05305964556721428,0.05305964556721428,1.3201129484718734,2202661150.0,-0.023820360436010657,0.03867912452127426
2025-01-27,0.09349211947390194,0.09349211947390194,0.7888675623800385,0.003087213055809418,0.003087213055809418,1.4619444854569617,2911195950.0,0.04840067965054207,0.04509143982335988
2025-02-28,0.019400961760057938,0.019400961760057938,0.8076923076923077,0.08213979524553391,0.08213979524553391,1.5090410552838298,2226821430.0,-0.0003581990115482103,0.01975916077160615
2025-03-31,0.02186191991207955,0.02186191991207955,0.6647509578544062,0.07819627434583694,0.07819627434583694,1.390278788948456,2359547800.0,-0.038572173857227665,0.060434093769307216
2025-04-30,0.07523944013436824,0.07523944013436824,0.710727969348659,0.04302250372659799,0.04302250372659799,1.4285782572565284,2536843650.0,0.006968788980481477,0.06827065115388677
2025-05-30,0.0832832814943728,0.0832832814943728,0.6351351351351351,0.029359114628850366,0.029359114628850366,1.3566051544774949,2367825660.0,0.043081096484050896,0.0402021850103219
2025-06-30,0.08845570828357256,0.08845570828357256,0.581081081081081,0.06652516219841277,0.06652516219841277,1.2425897851429766,2575708295.0,0.05256713507212041,0.035888573211452154
2025-07-31,0.06114274551666792,0.06114274551666792,0.6340996168582376,-0.04763011726297798,-0.04763011726297798,1.369224376935013,2662568070.0,0.13131287498937994,-0.070170129472712
2025-08-29,0.022336128839660456,0.022336128839660456,0.578544061302682,0.04580751255546661,0.04580751255546661,1.2253770747383825,3072186315.0,0.052303951395397785,-0.02996782255573733
2025-09-30,0.03979457892311145,0.03979457892311145,0.6347992351816444,0.04960876469689486,0.04960876469689486,1.3666000014651694,2706000000.0,-0.010976923973553432,0.050771502896664884
2025-10-31,0.013344683199511952,0.013344683199511952,0.6175908221797324,0.03182512442899605,0.03182512442899605,1.316824538654828,2799170820.0,-0.040847343808207315,0.054192027007719266
2025-11-28,-0.005279812720003163,-0.005279812720003163,0.5613026819923371,-0.025792826231921757,-0.025792826231921757,1.2599591119347555,2760093555.0,0.061725073173756195,-0.06700488589375936
