dt,指增产品,中证1000,超额净值
2023-12-29,1.3328969692183366,0.8531695258798374,1.5497030725604706
2024-01-31,1.4721090031027502,0.9529411953493745,1.5303330754107574
2024-02-29,1.523411229891509,0.9701747479199563,1.5559889315305757
2024-03-29,1.5264932523854924,0.9801898392022446,1.5430744247413843
2024-04-30,1.4950446900057461,0.954832063126634,1.5512040122273179
2024-05-31,1.3703345431269625,0.8729527634305994,1.5548290228815058
2024-06-28,1.3584685695859389,0.8717214260548564,1.54355863155539
2024-07-31,1.3086860564253493,0.8254061309404093,1.5690038707920098
2024-08-30,1.6150892153776897,1.0178816717945645,1.570481063939327
2024-09-30,1.6583817859580052,1.090598865728953,1.5003831636799916
2024-10-31,1.7059241070073408,1.103519349791104,1.5256207377350837
2024-11-29,1.653461222521417,1.0622588497247765,1.5357456233641857
2024-12-31,1.6328619531317659,1.0423520505172827,1.5453928587264492
2025-01-27,1.753483114985054,1.118013506555008,1.547376791476099
2025-02-28,1.7368214581569992,1.1102093309198693,1.5434748648822556
2025-03-31,1.6849650822632904,1.0609037723926529,1.5659385835136126
2025-04-30,1.7194738048335083,1.0745335324583813,1.5778914992974171
2025-05-30,1.7851174014789353,1.1333048410494289,1.5518276397505535
2025-06-30,1.8900997711836605,1.1876871254815873,1.5686249472672376
2025-07-31,2.127542673031514,1.3263134978539854,1.5825934398262775
2025-08-29,2.2109394607987944,1.3506132438126457,1.6156338369855399
2025-09-30,2.2262344889315693,1.338437517384216,1.6413754852903113
2025-10-31,2.1333771538350903,1.3076870684256998,1.6106233209316492
2025-11-28,2.2267360153772726,1.3542366492788849,1.6237727501687695
2025-12-31,2.2215859138218423,1.471838640244085,1.4790086889342462
