dt,指增产品,中证1000,超额净值
2018-06-29,1.0031022670505834,0.9882334712659417,1.0148687957846416
2018-07-31,0.9146467649087807,0.9018369499634128,1.014100818543615
2018-08-31,0.8944274233565506,0.8892290251858952,1.0058603323272408
2018-09-28,0.7993080649217701,0.7846277531248796,1.017211235757885
2018-10-31,0.8615542318288244,0.8287695755184598,1.0392000526932976
2018-11-30,0.8345189668392643,0.7898717241005497,1.0553646170649658
2018-12-28,0.8280438310275863,0.7766261997783379,1.0648735427886558
2019-01-31,1.0045461276130743,0.9503975725572592,1.053590268487956
2019-02-28,1.1179764032303277,1.0539670245497224,1.057743595832133
2019-03-29,1.0697236952887184,1.0131406841286212,1.0530632106917863
2019-04-30,1.007366921454381,0.9510945458850582,1.056168665726487
2019-05-31,1.008538864786389,0.948809635883589,1.059934723801371
2019-06-28,1.010184490500281,0.9271751130776376,1.0858325813685032
2019-07-31,0.9972819171115467,0.9241192353940495,1.0755425903829796
2019-08-30,1.0241685639268148,0.9329327653419717,1.0942814511261145
2019-09-30,1.0250923651150061,0.9367651379967965,1.0907733210749289
2019-10-31,1.016893259745315,0.9140736548717884,1.1084709324322723
2019-11-29,1.0941420373611075,0.9926000296690618,1.0974497664006557
2019-12-31,1.1133041800116725,1.0161311258410395,1.0906531196739655
2020-01-23,1.142323338230464,1.046791176877531,1.086173232896579
2020-02-28,1.0851229414557648,0.9676557304793978,1.113897137495969
2020-03-31,1.1523640410425422,1.012415004557339,1.1313975442590174
2020-04-30,1.1890432071234387,1.0370620782321804,1.1398656736538983
2020-05-29,1.284691283052415,1.1267746164061354,1.132952139004622
2020-06-30,1.458896043310028,1.2733433466416193,1.1392087070334864
2020-07-31,1.5159398038100784,1.2880448658972683,1.1705996362493365
2020-08-31,1.371553140782264,1.1798371268366648,1.157446368217638
2020-09-30,1.3713994927326156,1.1609371857468689,1.1758579665067952
2020-10-30,1.3978325829262157,1.1807642850112758,1.1784401600785694
2020-11-30,1.4508643838262327,1.1850639810460342,1.2188572883803188
2020-12-31,1.391056529003474,1.1240220264254344,1.2313959099032228
2021-01-29,1.4018470178731373,1.1278174910529235,1.2367898720198165
2021-02-26,1.3987143302201812,1.1221095843906501,1.2402854532711203
2021-03-31,1.405720523705876,1.1379326084382806,1.2290086342403708
2021-04-30,1.4766875859705468,1.2149985308108926,1.207820488468961
2021-05-31,1.5330058281634669,1.2630212233638154,1.2061456358594238
2021-06-30,1.5875337252275967,1.2948803395395876,1.2186228984984269
2021-07-30,1.6758054684567418,1.3779749296429586,1.2081810431741864
2021-08-31,1.6024195530809255,1.320391275013658,1.20576127379978
2021-09-30,1.6014566633981036,1.3167972889894977,1.208318708524888
2021-10-29,1.7794513408014083,1.4360770796514457,1.2331644300530615
2021-11-30,1.8058527721923014,1.4282379572851098,1.258192172908707
2021-12-31,1.5768949373410148,1.243285235220029,1.261602613950963
2022-01-28,1.6795283365051583,1.3229532626696165,1.262873193705743
2022-02-28,1.5132313063822527,1.207456812259028,1.2480822492647887
2022-03-31,1.3012073937296607,1.0224580888845145,1.264432350210409
2022-04-29,1.472715856386338,1.1327995398442658,1.294638812056332
2022-05-31,1.6242245098657309,1.2473005433146902,1.2969680477307766
2022-06-30,1.6909923235521518,1.2690359837219551,1.327682219875469
2022-07-29,1.6433817186642388,1.203655107143825,1.358703102052512
2022-08-31,1.5154930349615743,1.092061101150104,1.3789371429422728
2022-09-30,1.5818283516769687,1.1219717587620013,1.4015272542013935
2022-10-31,1.6590097310757361,1.1750494246626926,1.40360855583039
2022-11-30,1.581749562015043,1.120010819222699,1.403986609839867
2022-12-30,1.7352466529240904,1.2133783219007597,1.4231925347446042
2023-01-31,1.8026315236534667,1.2401764025406985,1.447027466358159
2023-02-28,1.7586601962029573,1.225954152741464,1.4283247389916371
2023-03-31,1.7583576475209886,1.1987629213755604,1.4597587588150494
2023-04-28,1.7378352083926176,1.1699397133226925,1.4778200023351125
2023-05-31,1.7685417076923515,1.1771408795450364,1.4948359711828672
2023-06-30,1.737731606612204,1.1617735894001573,1.4883088726456568
2023-07-31,1.638297954673304,1.0883936556705707,1.4971518353130389
2023-08-31,1.640334432660954,1.083873759569342,1.5052302550068037
2023-09-28,1.5882320238916825,1.06433140484433,1.48455865405595
2023-10-31,1.6502517985023593,1.0841593956069817,1.5148734026537563
2023-11-30,1.6138501174310593,1.0496919338665205,1.5296186015693836
