dt,基线多头,静态全对冲,动态对冲,中证1000
2023-07-31,2.257938791019289,1.4709766245397808,1.7768075052984835,0.9299929248387523
2023-08-31,2.275012636367377,1.4766881093142585,1.7837064653800994,0.9261308374650813
2023-09-28,2.2912964460416947,1.499858764193566,1.8116945331749326,0.9094326037568438
2023-10-31,2.4351836725101914,1.5584576960016014,1.8824767741038575,0.9263749031050269
2023-11-30,2.4562966797087467,1.6041420230409666,1.937659333638718,0.8969237064825785
2023-12-29,1.9622143078313903,1.5339969047704525,1.8529303375935953,0.729002432734169
2024-01-31,1.897136640951019,1.3140069283055142,1.587202225567592,0.8142537076038787
2024-02-29,2.1195435547213446,1.4375036448520695,1.7363751554285891,0.8289791535645162
2024-03-29,2.0427391801110133,1.3618132216450587,1.6449479296047174,0.8375366860212852
2024-04-30,2.0528084375349565,1.3895424932011895,1.678442396474854,0.8158693855761777
2024-05-31,1.8795835302864206,1.366956276320513,1.6511602772348961,0.7459064920850823
2024-06-28,1.917851443031519,1.3864595137884665,1.6747184345383954,0.7448543589331071
2024-07-31,1.9005656307619931,1.4286207412701915,1.725645406573429,0.7052796181728654
2024-08-30,2.346564180551519,1.4602268954038597,1.7638227990224031,0.8697429906542056
2024-09-30,2.605391405755642,1.518780800646711,1.9583733528092764,0.9318771968954606
2024-10-31,2.8491703356664453,1.6339165693466902,2.14161267695037,0.9429172821630369
2024-11-29,2.671165791550621,1.5736156511423247,2.0078134500452323,0.907661680536664
2024-12-31,2.7106040509435694,1.6112604632322356,2.0374576854970377,0.890652042229145
2025-01-27,2.9551926362909526,1.6419111987674997,2.2213055967503985,0.955302013709115
2025-02-28,2.996766367289259,1.6630547854680222,2.252554984763303,0.9486336285278302
2025-03-31,3.0476386548634897,1.7440864318921974,2.2907937431171286,0.9065038160774964
2025-04-30,3.290237784298549,1.8504113255333898,2.4304476023737394,0.918149951979095
2025-05-30,3.5880119611216017,1.9152438703886836,2.5156027789688222,0.9683679047284746
2025-06-30,3.9341417980043194,2.005082313777403,2.7582789988312566,1.014835595434845
2025-07-31,4.162644037829322,1.9008855086165364,2.918484950130452,1.133286805464145
2025-08-29,4.256674207658472,1.8992367854914367,2.984410749456711,1.1540500575275814
2025-09-30,4.4080937471962125,1.9679361794473489,3.0905729971244273,1.143646340660787
2025-10-31,4.459208195265055,2.016111936172555,3.126410014670836,1.1173711967199527
2025-11-28,4.423317870295297,1.921943899315776,3.101246831768905,1.1571461261511609
