date,survivor_only,with_delisted
2019-09-19,1.0343543037637872,0.9771427843552615
2019-09-20,1.0356861130756683,0.9789650594963253
2019-09-23,1.0320940876401676,0.9753243876629945
2019-09-24,1.0331246078151384,0.9776016685297761
2019-09-25,1.0314260089153924,0.9745707728356751
2019-09-26,1.0238245472758154,0.966691515375018
2019-09-27,1.0240710203139758,0.9673314978885873
2019-09-30,1.022563847712249,0.9648060079226352
2019-10-08,1.0201196620561954,0.9644251998516123
2019-10-09,1.0208074167286796,0.9650678495222487
2019-10-10,1.0237634316147528,0.9669642864481002
2019-10-11,1.027949800156809,0.9711286660393147
2019-10-14,1.030712170162496,0.9742849575477441
2019-10-15,1.0314695757669465,0.9742863002525881
2019-10-16,1.030963668045398,0.9736280028327944
2019-10-17,1.0312273128443887,0.9738798744110424
2019-10-18,1.0277689661062417,0.9704696647746551
2019-10-21,1.0284828287193444,0.9715638660258215
2019-10-22,1.0295601866812247,0.9721134992876544
2019-10-23,1.0272001560563822,0.9705555487632989
2019-10-24,1.0272122537079584,0.971099095620853
2019-10-25,1.0297516168481724,0.9722431774678072
2019-10-28,1.03194704360577,0.9738295069346335
2019-10-29,1.031582390109623,0.9732370845969691
2019-10-30,1.0294294236690367,0.971786108405995
2019-10-31,1.0303553976765927,0.9718192921702598
2019-11-01,1.0348001601283492,0.975283520722785
2019-11-04,1.038541693822003,0.9803760357012588
2019-11-05,1.0414912057554107,0.9846005744240314
2019-11-06,1.0374891866618918,0.9806801097536249
2019-11-07,1.0398315743353632,0.9838021691107873
2019-11-08,1.0363859205054722,0.9808674408118268
2019-11-11,1.0268484012129855,0.9683229174315551
2019-11-12,1.027450717157471,0.9697268786326508
2019-11-13,1.0281073033314734,0.9699562091960907
2019-11-14,1.0290798659220162,0.9712744868532579
2019-11-15,1.0261180063366793,0.9670566422442122
2019-11-18,1.0305879467381005,0.9724934683613619
2019-11-19,1.0368420919566141,0.9808399893193365
2019-11-20,1.032850699190708,0.9751829122914125
2019-11-21,1.029197856301039,0.9708924835623846
2019-11-22,1.0219039801717986,0.9612580494772481
2019-11-25,1.0239908440387344,0.9639989941924724
2019-11-26,1.0257503053593828,0.9667181139908524
2019-11-27,1.0242776844221182,0.9645217101845048
2019-11-28,1.0226036745444504,0.962661360000325
2019-11-29,1.0160057746600928,0.9545750410949478
2019-12-02,1.0135968261665078,0.952225956905679
2019-12-03,1.0145386467699287,0.9530981846063773
2019-12-04,1.0184970034581202,0.9568326430865244
2019-12-05,1.020042150587641,0.9584265642141697
2019-12-06,1.0225769484689375,0.9610158913099889
2019-12-09,1.0202606152202036,0.9598187010075488
2019-12-10,1.0213034671259662,0.961047072672252
2019-12-11,1.0207662844522478,0.9601270667352001
2019-12-12,1.0215542838680138,0.9608488105334475
2019-12-13,1.0248891683230594,0.9632867001569277
2019-12-16,1.02849956301125,0.9673541213368999
2019-12-17,1.0328546848378746,0.9714208581900411
2019-12-18,1.0329602335030774,0.9714155138564127
2019-12-19,1.0328095746456525,0.9713680496772201
2019-12-20,1.0328966104446027,0.9705045853902748
2019-12-23,1.0306380536269566,0.9679880896714259
2019-12-24,1.0351195670274922,0.9730558118142671
2019-12-25,1.0357114092089854,0.9739895573766832
2019-12-26,1.0394294252081517,0.9770367846366891
2019-12-27,1.0410349656572735,0.9788182165817152
2019-12-30,1.044496243832378,0.9819715156747094
2019-12-31,1.0458643343625584,0.9833806421523362
2020-01-02,1.0509285706169071,0.9889347386723706
2020-01-03,1.0491682521250905,0.9876304203727241
2020-01-06,1.0492062001070437,0.9881224356201829
2020-01-07,1.0537258767472562,0.9920892244331877
2020-01-08,1.0501343368237566,0.9882594453122999
2020-01-09,1.0578039799594916,0.9944531226242025
2020-01-10,1.0580210922241584,0.9940127270301536
2020-01-13,1.0635364949851351,0.9994257666706063
2020-01-14,1.059955606951187,0.9966915150062587
2020-01-15,1.0578858084102616,0.9939449341457114
2020-01-16,1.058049471646096,0.9937572394204169
2020-01-17,1.0606033406999023,0.9950619900264567
2020-01-20,1.0632563489090912,0.9968770777991767
2020-01-21,1.0574799681221017,0.988597198825757
2020-01-22,1.0588053728773854,0.991449789295136
2020-01-23,1.0458491091474313,0.9779050135541713
2020-02-03,1.01405402875453,0.9442685189677239
2020-02-04,1.026391521576858,0.9574858149959701
2020-02-05,1.033607070103483,0.9663832298348075
2020-02-06,1.0427134932432898,0.9770797363936495
2020-02-07,1.042672466766252,0.9772759714971976
2020-02-10,1.0448159185538488,0.9796348720485865
2020-02-11,1.0458280561908468,0.980439167497382
2020-02-12,1.0496886979210323,0.986074842078608
2020-02-13,1.0481473619482409,0.9843388510769095
2020-02-14,1.04988978448474,0.9857164116164219
2020-02-17,1.0572238136569445,0.9936463406357509
2020-02-18,1.0579883919276214,0.9956258100362739
2020-02-19,1.0583713641761456,0.9944284051481297
2020-02-20,1.063552331204894,0.9994586454274903
2020-02-21,1.0664220468827335,1.0027656545752954
2020-02-24,1.0651374962137066,1.003247324961161
2020-02-25,1.061269477279461,1.0014161094039233
2020-02-26,1.0552642601894986,0.9926242231343996
2020-02-27,1.0520211247848854,0.9895691612600219
2020-02-28,1.0394395700180639,0.9758349472596421
2020-03-02,1.050336574531084,0.9876833814321722
2020-03-03,1.05302253716857,0.9925151727477405
2020-03-04,1.0597450686661365,0.9961241386421148
2020-03-05,1.0678412755162674,1.0043808775910066
2020-03-06,1.066684036746522,1.0045361308640819
2020-03-09,1.0538762600775438,0.9932812102728361
2020-03-10,1.0588594423317508,0.9971297941134322
2020-03-11,1.054100947512882,0.9933202015464528
2020-03-12,1.0408934612793002,0.9830880353768641
2020-03-13,1.0361378490601632,0.9742648915075472
2020-03-16,1.0121413823909904,0.9534587362503966
2020-03-17,1.008068186720961,0.9469989401724
2020-03-18,1.0048766463599852,0.9455126446132491
2020-03-19,1.0012832675182608,0.9430288242367053
2020-03-20,1.008628566638876,0.9514860244414552
2020-03-23,0.9994719750914725,0.9406639138133795
2020-03-24,1.0191471279049495,0.9570992355413455
2020-03-25,1.0304542579839682,0.9699455037568131
2020-03-26,1.0342951169982493,0.9708205052579607
2020-03-27,1.0336467597311485,0.9711701115399684
2020-03-30,1.0312668583388984,0.965726108471632
2020-03-31,1.0356487962809953,0.9706760473132193
2020-04-01,1.0284494114755725,0.9648905181796308
2020-04-02,1.0314137458081467,0.9678540395797047
2020-04-03,1.032435180049013,0.9688257346028173
2020-04-07,1.0427051040434325,0.9781720323493217
2020-04-08,1.0422488590264267,0.9776611609597567
2020-04-09,1.0443315899047574,0.9797922174734325
2020-04-10,1.0434001109116804,0.9789966773481436
2020-04-13,1.043332594106611,0.9789990421758009
2020-04-14,1.0493787306359819,0.9846068070253878
2020-04-15,1.0474693473707921,0.982730047814613
2020-04-16,1.0497275080490958,0.9848166993917553
2020-04-17,1.0486357186123196,0.9839243180447498
2020-04-20,1.049759405314071,0.985070858487591
2020-04-21,1.047765885671665,0.983121319351288
2020-04-22,1.0523400607299733,0.9872628133036645
2020-04-23,1.0538600633252417,0.9884796776933112
2020-04-24,1.0533505019931921,0.9879500785446118
2020-04-27,1.055851716758955,0.9904138559883013
2020-04-28,1.0566166375351382,0.9910855235202916
2020-04-29,1.057311064888542,0.9915465804027486
2020-04-30,1.0575083568384522,0.9918699005453914
2020-05-06,1.0571142778994302,0.9918135653605316
2020-05-07,1.0581394972772937,0.9924122122825093
2020-05-08,1.0631403431741884,0.9968706846752782
2020-05-11,1.0596295473793123,0.9932264416752647
2020-05-12,1.0619706954958201,0.9961109881638825
2020-05-13,1.0648214952976696,0.9994663736862762
2020-05-14,1.0625040954928406,0.9974677784374281
2020-05-15,1.0636561110427667,0.998480064051916
2020-05-18,1.0721551215996015,1.005153124960308
2020-05-19,1.073898117581329,1.0071020831178377
2020-05-20,1.0730931658755771,1.0053150276496172
2020-05-21,1.071418826826815,1.0035325844218492
2020-05-22,1.0625903860486783,0.9946363784130222
2020-05-25,1.0669331666260087,0.9983670192927487
2020-05-26,1.0738993298274906,1.0060449807976797
2020-05-27,1.06851225356055,0.9992752313942748
2020-05-28,1.0682849729582653,0.9976874639976614
2020-05-29,1.0732339842409118,1.0036476937609202
2020-06-01,1.0814065960502925,1.0127817979137403
2020-06-02,1.080041129901114,1.0102187367639206
2020-06-03,1.0803998295074673,1.0104074250387987
2020-06-04,1.081188681448543,1.011711272550171
2020-06-05,1.0838995237853284,1.0147642493895428
2020-06-08,1.0824428523801235,1.0127279461001437
2020-06-09,1.0865517052381206,1.0174543550300152
2020-06-10,1.090176185442562,1.0223016650296943
2020-06-11,1.0863987252750797,1.0197844612544478
2020-06-12,1.0889386054392396,1.0226142643396285
2020-06-15,1.0870971041115118,1.0223281750811788
2020-06-16,1.0956255447614431,1.031253441439529
2020-06-17,1.0986405225009446,1.0346387151620149
2020-06-18,1.0968657651251854,1.0332367097274229
2020-06-19,1.1037121654014703,1.0409141719078827
2020-06-22,1.105696109141027,1.0436369694011347
2020-06-23,1.1106482557191946,1.050040350475451
2020-06-24,1.111173334646351,1.0492066808334701
2020-06-29,1.1111229503976703,1.0492582334531548
2020-06-30,1.1179702600032533,1.0576166911571714
2020-07-01,1.1213218386184403,1.0585247981138854
2020-07-02,1.1321320246690219,1.0728009461422172
2020-07-03,1.1498636000156348,1.0916334115920456
2020-07-06,1.1811037705371137,1.1276112389993067
2020-07-07,1.1905386404044462,1.138868451816854
2020-07-08,1.2135838764163864,1.1617513891286606
2020-07-09,1.2355570641876317,1.1845218790805727
2020-07-10,1.231986780242689,1.1823494334118236
2020-07-13,1.2573904942641563,1.209761284150153
2020-07-14,1.2511261410273835,1.203383286810799
2020-07-15,1.2445124926483793,1.1957588328849749
2020-07-16,1.1950726337094066,1.1390003871790448
2020-07-17,1.1961467567511619,1.142532272816896
2020-07-20,1.2129976784101832,1.1601622423699995
2020-07-21,1.2261762846287778,1.173059366691764
2020-07-22,1.24130388128782,1.1847385320251846
2020-07-23,1.2517178258564432,1.1943791312034273
2020-07-24,1.2102939600960227,1.1434791367271158
2020-07-27,1.2247339136399733,1.1525693467601885
2020-07-28,1.230913398441725,1.1615996409816587
2020-07-29,1.2569625693688011,1.190643545441867
2020-07-30,1.251991651098729,1.1877812497383853
2020-07-31,1.2687332510066305,1.2027874745123412
2020-08-03,1.2841948159275431,1.2212788192787354
2020-08-04,1.27971234524971,1.2147406197117439
2020-08-05,1.2935721606974497,1.232573085200836
2020-08-06,1.2906667708103472,1.2273576993430564
2020-08-07,1.2848299343357101,1.2195245631173863
2020-08-10,1.280125408003379,1.214518982363786
2020-08-11,1.2671878798507192,1.1982417766295785
2020-08-12,1.2444805326699524,1.1678506720960704
2020-08-13,1.2448319241772834,1.168596565853611
2020-08-14,1.2525904275121393,1.1794908375260544
2020-08-17,1.2624596653132047,1.1927877689382378
2020-08-18,1.2734560424184993,1.2061791267684867
2020-08-19,1.2583386328130892,1.1860439082618786
2020-08-20,1.2496548624626203,1.173389494720481
2020-08-21,1.254292949849474,1.1796193498935283
2020-08-24,1.2593618222862888,1.1874286388851432
2020-08-25,1.2586377875376011,1.186888523945516
2020-08-26,1.2552185153234756,1.1792771897142813
2020-08-27,1.2641038833784237,1.192403495929843
2020-08-28,1.2760749130022042,1.2096120297698565
2020-08-31,1.276112446023899,1.2085658999530124
2020-09-01,1.2808219701414352,1.2139670799128834
2020-09-02,1.2806234624450183,1.2159778412676345
2020-09-03,1.2704024876717532,1.2065299378788126
2020-09-04,1.262795562284609,1.1983126694107435
2020-09-07,1.2537662611287197,1.18770105300744
2020-09-08,1.2504441693490034,1.1835747587900116
2020-09-09,1.246480365354617,1.1758424587990222
2020-09-10,1.2438867319087432,1.1711769408069481
2020-09-11,1.2468312613129515,1.1770756792139803
2020-09-14,1.2504740655115285,1.1816424384875153
2020-09-15,1.2550188996987948,1.1856757069042134
2020-09-16,1.249790104547746,1.179739633729482
2020-09-17,1.2424865310851163,1.1726479945953516
2020-09-18,1.247381877676116,1.1778764531177746
2020-09-21,1.2435263179367828,1.1734145004688696
2020-09-22,1.2414215279993939,1.1727221083325958
2020-09-23,1.238341786973963,1.172319809008767
2020-09-24,1.2311318574797918,1.1645354558094891
2020-09-25,1.2354395245056855,1.167610474039702
2020-09-28,1.2389570171196118,1.1701050920994485
2020-09-29,1.239143230018475,1.1705649799304203
2020-09-30,1.2412358511253334,1.1730979621644895
2020-10-09,1.2498603724655322,1.1847140020770386
2020-10-12,1.2582009666625462,1.1926190340765297
2020-10-13,1.25993472241851,1.1938794640569437
2020-10-14,1.2586079309683973,1.1925025853095732
2020-10-15,1.2575168522703477,1.1916945298932704
2020-10-16,1.2570758936987014,1.191597357318122
2020-10-19,1.2554544855571723,1.1903698238094935
2020-10-20,1.2571187741142198,1.1914364673146882
2020-10-21,1.2565908013715263,1.1907904318639995
2020-10-22,1.2560451892132825,1.1901636222662035
2020-10-23,1.252464847606608,1.187521904632515
2020-10-26,1.2511209170166013,1.186084881104839
2020-10-27,1.252754543985075,1.1872461008499322
2020-10-28,1.255103035605377,1.1886748638065328
2020-10-29,1.2572434774860752,1.189850137184933
2020-10-30,1.2519167680955745,1.1853307509465625
2020-11-02,1.2532344620780274,1.1866562455880407
2020-11-03,1.2615386531258617,1.1932459544533625
2020-11-04,1.264093640215251,1.19578040298456
2020-11-05,1.2740001690046594,1.2050614700732443
2020-11-06,1.2689750306240137,1.199200553887735
2020-11-09,1.2837899665073604,1.2148298396270623
2020-11-10,1.2775809841869181,1.2074503605334008
2020-11-11,1.2672285972820458,1.1946501227962427
2020-11-12,1.2709374653952275,1.1995554073796646
2020-11-13,1.268223595488183,1.196945663623283
2020-11-16,1.2738431335172755,1.2015663698332804
2020-11-17,1.2660835678268902,1.1925078706646708
2020-11-18,1.2623834830538496,1.1859288794674567
2020-11-19,1.2644459815498015,1.1891746736579938
2020-11-20,1.2702040833036863,1.194174294279946
2020-11-23,1.2751425868949526,1.197658071968627
2020-11-24,1.2749846013040231,1.1966473424771034
2020-11-25,1.2637413361874905,1.1843454739332573
2020-11-26,1.266149138957681,1.1851092477755838
2020-11-27,1.2702394216009696,1.1885769689323584
2020-11-30,1.2653218192286044,1.1841025582240807
2020-12-01,1.275403497793922,1.1941964352170535
2020-12-02,1.2748342430945894,1.1941557251167714
2020-12-03,1.2690724081753748,1.188174068416195
2020-12-04,1.273410147435312,1.1924722191102146
2020-12-07,1.2692931422786267,1.1865831297449998
2020-12-08,1.2698804352438684,1.1865987546231003
2020-12-09,1.263112055736086,1.1785656494137504
2020-12-10,1.2641329953510867,1.179277439864344
2020-12-11,1.2593195689644137,1.1732224949080494
2020-12-14,1.2641614575139866,1.1784056349986656
2020-12-15,1.2635636139729403,1.1778546572050017
2020-12-16,1.2664271529221973,1.1792524898719823
2020-12-17,1.2767765523883738,1.1911991482407107
2020-12-18,1.2778278318752616,1.1925280008814327
2020-12-21,1.2858787071382858,1.2004951124669325
2020-12-22,1.272788815339515,1.1815243541886533
2020-12-23,1.2793605963549166,1.1890166837612985
2020-12-24,1.2773156228823574,1.1862283519886727
2020-12-25,1.2834849988448513,1.1953847778117215
2020-12-28,1.289510361804743,1.1997912333097451
2020-12-29,1.28723333290897,1.1969866368806388
2020-12-30,1.2962641878864931,1.2063321227819974
2020-12-31,1.3093195316683512,1.2193862452906228
2021-01-04,1.3196494603165934,1.230193263066535
2021-01-05,1.3295200006463936,1.2413371212111464
2021-01-06,1.3324887387205626,1.2454845955689724
2021-01-07,1.3405969058751064,1.2577407400693086
2021-01-08,1.3362873802763322,1.2541193511318263
2021-01-11,1.3239750422977357,1.246166153245303
2021-01-12,1.3352146041917388,1.2602606719496487
2021-01-13,1.331133868357078,1.2551506775810575
2021-01-14,1.3219044208671835,1.2443644048782643
2021-01-15,1.3192026406395927,1.2402078958990848
2021-01-18,1.3209891153188782,1.244533133902771
2021-01-19,1.3151119391834196,1.2350267768916643
2021-01-20,1.3259684806689886,1.2484559368097776
2021-01-21,1.336736248000624,1.2610719901391385
2021-01-22,1.343749796662643,1.2715174804013505
2021-01-25,1.3483069407234873,1.2786954685554521
2021-01-26,1.3371031445625154,1.2623958128400738
2021-01-27,1.3332759517504438,1.2600271491265589
2021-01-28,1.3221278124334697,1.245441133463359
2021-01-29,1.3191570554051442,1.239520601234797
2021-02-01,1.3251598362448487,1.2445284459847537
2021-02-02,1.3327840714891346,1.2534527606403771
2021-02-03,1.3343540158565759,1.2555005791797758
2021-02-04,1.3336526523103607,1.251861304991551
2021-02-05,1.3418550428924132,1.25786504789579
2021-02-08,1.3501611583363147,1.2670623785751065
2021-02-09,1.358540596102266,1.2783047189098897
2021-02-10,1.3671407966128408,1.2893141494697968
2021-02-18,1.362360082850324,1.2803531565004727
2021-02-19,1.3616309718528274,1.2783303067466443
2021-02-22,1.3415169464527046,1.2545747996950676
2021-02-23,1.3407539884350783,1.2526217485059683
2021-02-24,1.3273091598041216,1.2353999487973086
2021-02-25,1.3257656368716353,1.2360621999825978
2021-02-26,1.313328259368491,1.2202050516818652
2021-03-01,1.320479190497024,1.2295069505606984
2021-03-02,1.3127183609991246,1.2229493955127075
2021-03-03,1.325836675964305,1.2366612739016658
2021-03-04,1.3155161424584418,1.2286171843988696
2021-03-05,1.3099050592487607,1.224651494478386
2021-03-08,1.3032550422236016,1.2174246749520146
2021-03-09,1.2970944494786223,1.2095100875296445
2021-03-10,1.29483171883763,1.2071758501828782
2021-03-11,1.304884555517614,1.2176961004005407
2021-03-12,1.31151030288592,1.223812174946259
2021-03-15,1.3094896651864536,1.2216032725314447
2021-03-16,1.314254116675961,1.2266974608437466
2021-03-17,1.3136219037311179,1.2256544027089713
2021-03-18,1.3185548325119076,1.2297219345383819
2021-03-19,1.308001611641427,1.2198091708864502
2021-03-22,1.310673058112044,1.2256770147718403
2021-03-23,1.3065605194605987,1.2216652985850318
2021-03-24,1.2987978095467014,1.2152587047482823
2021-03-25,1.2994544127864673,1.214495880706582
2021-03-26,1.3070454913573029,1.2213924659365882
2021-03-29,1.3131014786344641,1.2278389565975456
2021-03-30,1.3168488397821512,1.230320943812035
2021-03-31,1.3133523020279416,1.2289296831067575
2021-04-01,1.3158906184673727,1.2309615188356602
2021-04-02,1.320920495765923,1.234194479582516
2021-04-06,1.320601849638814,1.2344905372221142
2021-04-07,1.31828094546366,1.232191696821671
2021-04-08,1.3211116162919827,1.233985348422697
2021-04-09,1.3178367045199508,1.230920401494992
2021-04-12,1.3115440329152133,1.2265339046254256
2021-04-13,1.3124243358958314,1.226880897530592
2021-04-14,1.317460169781101,1.230302705427604
2021-04-15,1.318136130562564,1.2305083458809312
2021-04-16,1.322733640610054,1.2357768994181721
2021-04-19,1.3299222084374593,1.2407994698911777
2021-04-20,1.3283284833427689,1.2397626982758168
2021-04-21,1.3319543067435955,1.2422408072325213
2021-04-22,1.332423736734393,1.242652914201647
2021-04-23,1.337175676599707,1.2463491332842822
2021-04-26,1.334649590149461,1.2433450168597877
2021-04-27,1.3370014863393591,1.2446000741539534
2021-04-28,1.3419257687158292,1.2492510633875453
2021-04-29,1.3448616274918597,1.252433063136033
2021-04-30,1.3446859933539141,1.2500910129362586
2021-05-06,1.3418697425927113,1.247514447249528
2021-05-07,1.3363720799324914,1.2399502392959054
2021-05-10,1.3404968111511968,1.2431565814694394
2021-05-11,1.3400403078194925,1.244515190925557
2021-05-12,1.345153144366458,1.2496943853106017
2021-05-13,1.3432802727713784,1.2478529135138987
2021-05-14,1.3482908333509356,1.2531199247406783
2021-05-17,1.3565335343621443,1.26141896571132
2021-05-18,1.3559650466171023,1.2604676681074112
2021-05-19,1.3570201662186543,1.2620796086297348
2021-05-20,1.3564631331361543,1.2609583497240768
2021-05-21,1.3539514886369661,1.2577838180883782
2021-05-24,1.3539729394125775,1.258277279886321
2021-05-25,1.3618265950723307,1.2666320233325985
2021-05-26,1.3606633489041144,1.2650345572415074
2021-05-27,1.3622015900918085,1.2675253210842612
2021-05-28,1.3649522783595809,1.2693986763527814
2021-05-31,1.3718606005183918,1.276823135028305
2021-06-01,1.373013516990755,1.2771610286370334
2021-06-02,1.3684046751046002,1.2731082486304686
2021-06-03,1.3668270441040424,1.2722107323763459
2021-06-04,1.3690350299418168,1.2761136472556454
2021-06-07,1.3690551186298385,1.2756978597672688
2021-06-08,1.3657830804885305,1.2714860395129222
2021-06-09,1.3657504710205401,1.2711562770192721
2021-06-10,1.3714700453833713,1.2771616628718185
2021-06-11,1.3705220874542317,1.274820368979157
2021-06-15,1.366353557104017,1.2712061199254254
2021-06-16,1.356482574592347,1.2611466984892858
2021-06-17,1.3588983888272474,1.2649655328176541
2021-06-18,1.3635965345797094,1.270296002329798
2021-06-21,1.3656465558858102,1.2726745352218671
2021-06-22,1.368683870144068,1.2752724339159907
2021-06-23,1.3716539199440834,1.2776005288986216
2021-06-24,1.371232672477518,1.2776414429578757
2021-06-25,1.3771788316828453,1.2842807765736926
2021-06-28,1.37903830395634,1.2861225458185062
2021-06-29,1.37551923499528,1.2821143234891452
2021-06-30,1.37827127282639,1.2861493028282627
2021-07-01,1.3733199925619783,1.2796602945735278
2021-07-02,1.3650249264854828,1.2689884301974184
2021-07-05,1.376498446979572,1.2775593572157204
2021-07-06,1.3723865481474842,1.2728148540340722
2021-07-07,1.3876548856808673,1.2896699878045628
2021-07-08,1.393534336597353,1.2945079975646578
2021-07-09,1.3943913629704312,1.2942876050301602
2021-07-12,1.410634346281674,1.3098273336825024
2021-07-13,1.4049383250081264,1.3041640376258448
2021-07-14,1.3977437737629441,1.2960919704335143
2021-07-15,1.4018944233119366,1.3021853879516443
2021-07-16,1.3908937573467102,1.2895916177372955
2021-07-19,1.3912551119086696,1.2894092362583238
2021-07-20,1.3992742824721016,1.2969648843858914
2021-07-21,1.415609568323185,1.3131969442013343
2021-07-22,1.4191651808750063,1.3157425854510136
2021-07-23,1.4162089678702143,1.3119758984205565
2021-07-26,1.4083042655973472,1.302263095470215
2021-07-27,1.3922273791163537,1.2829620876479022
2021-07-28,1.392725573497983,1.285825547695684
2021-07-29,1.4184249828378646,1.3100667830814337
2021-07-30,1.4206893463328276,1.309931828241842
2021-08-02,1.4248449847359588,1.3170024035031282
2021-08-03,1.4161025923251467,1.308905065064751
2021-08-04,1.426078556197199,1.3188286444764485
2021-08-05,1.425351227270664,1.3181353902001673
2021-08-06,1.4277259800487805,1.3208006048124636
2021-08-09,1.4244727537944581,1.317745471847616
2021-08-10,1.4223251449138663,1.316554959245124
2021-08-11,1.4263242686553368,1.320467995908655
2021-08-12,1.429213908466771,1.3231993554989567
2021-08-13,1.4273112449078196,1.321816873983986
2021-08-16,1.423985175047175,1.3174999003167494
2021-08-17,1.4182647858677688,1.3114002875199418
2021-08-18,1.4178028754333245,1.3117138953615923
2021-08-19,1.4182282567741131,1.3121607353883566
2021-08-20,1.418571631737734,1.3128358102836768
2021-08-23,1.4262844904789165,1.3213487953229692
2021-08-24,1.4316134125200406,1.327106265388009
2021-08-25,1.4339801575032245,1.3296670004206634
2021-08-26,1.432981952575381,1.3283419781639125
2021-08-27,1.4365840636794567,1.3323404074435763
2021-08-30,1.4411708945012789,1.3369519513946642
2021-08-31,1.4425131232603021,1.338636152036542
2021-09-01,1.4360024896058359,1.3321910495549583
2021-09-02,1.4420204637412353,1.3395867703177384
2021-09-03,1.4390399882548561,1.3360487614916514
2021-09-06,1.4432906712614464,1.340665119409465
2021-09-07,1.4522942448585898,1.3500020769236047
2021-09-08,1.4527897997030326,1.3516441776824797
2021-09-09,1.4561584030181962,1.3569614015601008
2021-09-10,1.4558048210847938,1.3548189183088284
2021-09-13,1.459531068016804,1.3597294614699402
2021-09-14,1.4531945618529918,1.353379983348857
2021-09-15,1.454604090084431,1.3556395545462152
2021-09-16,1.448966547567612,1.3494050430999185
2021-09-17,1.4452945543291997,1.3452165173261943
2021-09-22,1.445874348363717,1.3483527248694342
2021-09-23,1.4500022971344824,1.3525329017985042
2021-09-24,1.4440903108876235,1.3452047891967553
2021-09-27,1.4370268686137548,1.3357092224440488
2021-09-28,1.4348412011218583,1.3336549389526764
2021-09-29,1.4282687589925116,1.324222853049315
2021-09-30,1.4324931808844679,1.3303438471542954
2021-10-08,1.4316955111693996,1.3293219635088136
2021-10-11,1.433169031268161,1.330998509094653
2021-10-12,1.430365995200046,1.3272545491459418
2021-10-13,1.4346485267212357,1.3314319500891212
2021-10-14,1.435304178787237,1.331833638090182
2021-10-15,1.4401992196154412,1.3360332510437967
2021-10-18,1.4397853968021117,1.3338158443134807
2021-10-19,1.4443756020714746,1.3382244297368304
2021-10-20,1.4416264846876623,1.336965981855699
2021-10-21,1.4382066495157562,1.3341126557084386
2021-10-22,1.4365620109204502,1.3344503716715772
2021-10-25,1.4371057986728633,1.335198941935789
2021-10-26,1.4380366790855788,1.3357498813399575
2021-10-27,1.4350173765974408,1.3329574532456867
2021-10-28,1.4301203081095186,1.3293594172135412
2021-10-29,1.4338426372665085,1.3324586551975164
2021-11-01,1.4337969121816165,1.3325370126518281
2021-11-02,1.4317766768226827,1.3305231531136616
2021-11-03,1.4315104078310223,1.3300114783381467
2021-11-04,1.4355016965280867,1.333625107380334
2021-11-05,1.4335801942996549,1.3320180465775031
2021-11-08,1.4358430631508259,1.3341940760074484
2021-11-09,1.4357114862097358,1.3341652747063089
2021-11-10,1.4311580271521636,1.3302695277657117
2021-11-11,1.4357491838635112,1.3347015377592653
2021-11-12,1.4370330357839485,1.3354992799027983
2021-11-15,1.434978419238386,1.333023131614228
2021-11-16,1.434437159510036,1.3325040045919303
2021-11-17,1.4347623440751693,1.3334476846837153
2021-11-18,1.4337540761703924,1.3325168040118802
2021-11-19,1.436885443970144,1.3357589733603954
2021-11-22,1.4400388052494788,1.3389787036825622
2021-11-23,1.4396419635170004,1.338146737872955
2021-11-24,1.439368135151774,1.3375067300138712
2021-11-25,1.4388631576464634,1.3369224887713305
2021-11-26,1.4364502761045477,1.334795356244438
2021-11-29,1.4401127793811668,1.338761880238147
2021-11-30,1.4362931063423605,1.3354363388745707
2021-12-01,1.4328645228963865,1.3318706125364472
2021-12-02,1.4316202022025108,1.329912348895252
2021-12-03,1.4333028121027307,1.3335472130790502
2021-12-06,1.4276649130637828,1.326934385330272
2021-12-07,1.4251393293933807,1.3213869577410904
2021-12-08,1.4324223111501178,1.3290083239101673
2021-12-09,1.4324464386312088,1.330446329845514
2021-12-10,1.433877002770427,1.3306943874667228
2021-12-13,1.4338357609486325,1.3328819920265869
2021-12-14,1.4319414240398958,1.331823664289817
2021-12-15,1.4309436991553175,1.329484882007762
2021-12-16,1.4296769470107153,1.3312000216233908
2021-12-17,1.4233447284776484,1.3245236721473983
2021-12-20,1.4153312624884014,1.3169070320582945
2021-12-21,1.4205808485384908,1.320599021270869
2021-12-22,1.424676270591051,1.3240366849459906
2021-12-23,1.425184213824649,1.3246465849350744
2021-12-24,1.4197706274379467,1.3186341720874712
2021-12-27,1.4209886894389316,1.3186385297856626
2021-12-28,1.4251082801345014,1.3229393476807276
2021-12-29,1.4220539358150306,1.3197355521005187
2021-12-30,1.4257418885670348,1.3247044316647703
2021-12-31,1.4275793996657413,1.3272515343344877
2022-01-04,1.4231373576359787,1.324170879609135
2022-01-05,1.4206963353258641,1.3201046026580683
2022-01-06,1.4189780970220607,1.3196742104997818
2022-01-07,1.4184307131209968,1.3191361510252808
2022-01-10,1.4194923125915782,1.3205274198724464
2022-01-11,1.421030308328598,1.3206934666492312
2022-01-12,1.4230723623291037,1.322621365905987
2022-01-13,1.421214675888723,1.3189588426639813
2022-01-14,1.41875212059131,1.3158461561581556
2022-01-17,1.4191428505574013,1.3177566892474306
2022-01-18,1.4185646528133788,1.3174036880775355
2022-01-19,1.419409448532101,1.3181655300500699
2022-01-20,1.4222260625566634,1.3184519913565886
